Sample_ID	N_per_kg_dry_sample	C_per_kg_dry_sample	CN_ratio	Remarks	QC	MISS
C2RB3	56.07434615	536.6662135	11.16572239	N and C under QL	NC_und_QL	
C30EB1	89.21769115	785.396284	10.27033599	N and Q under DL	NC_und_QL	
C30EB2	185.2676915	1939.733261	12.2148774		OK	
C30EB3	162.7773734	1349.525094	9.672388188	N under QL	N_und_QL	
C30RB1	678.0234931	4335.126528	7.459398779		OK	
C30RB2	505.2991054	3717.603541	8.583439163		OK	
C30RB3	381.011612	3004.60592	9.200175175		OK	
C30SB1	62.78551167	728.2409073	13.53201351	N and C under QL	NC_und_QL	
C30SB2	70.23780645	758.5155837	12.59912421	N and C under QL	NC_und_QL	
C30SB3	82.01223376	742.4977761	10.56241692	N and C under QL	NC_und_QL	
C31EB1	156.8609087	864.8648143	6.43250736	N and Q under DL	NC_und_QL	
C31EB2	160.8949296	1259.621908	9.133655714	N and Q under DL	NC_und_QL	
C31EB3	126.3851041	1113.200635	10.27600589	N and Q under DL	NC_und_QL	
C31RB1	149.8548849	2214.668857	17.24188261	N under QL	N_und_QL	
C31RB2	127.3096144	2497.239339	22.88472798	N under QL	N_und_QL	
C31RB3	245.8858814	6059.864142	28.75253129		OK	
C31SB1	36.36451309	432.943545	13.88993718	N and Q under DL	NC_und_QL	
C31SB2	41.54343943	391.4980332	10.99446054	N and Q under DL	NC_und_QL	
C31SB3	44.65083678	402.1410137	10.50740702	N and Q under DL	NC_und_QL	
C32RB1	218.086744	2189.701708	11.71392606		OK	
C32RB2	172.8278109	2752.61075	18.58137988	N under QL	N_und_QL	
C32RB3	263.1513777	1830.776951	8.11664549		OK	
C32SB1	6.850228918	183.1710877	31.19597971	N and Q under DL	NC_und_QL	
C32SB2	NA	204.7448143	NA	C under QL	C_und_QL	N
C32SB3	7.999992732	254.4592495	37.10867427	N and Q under DL	NC_und_QL	
C33RB1	65.59278374	450.982269	8.02140038	N and Q under DL	NC_und_QL	
C33RB2	34.07220794	504.5737268	17.27711186	N and Q under DL	NC_und_QL	
C33RB3	70.56659902	521.8044897	8.626912917	N and Q under DL	NC_und_QL	
C33SB1	103.0351787	523.5486381	5.928137866	N and Q under DL	NC_und_QL	
C33SB2	157.9015252	585.1063313	4.323099808	N and Q under DL	NC_und_QL	
C33SB3	114.1705304	523.5344671	5.349806204	N and Q under DL	NC_und_QL	
C3RB1	17.92169197	282.9771662	18.42125329	N and C under QL	NC_und_QL	
C3RB2	39.09675235	328.2030503	9.793743361	N and C under QL	NC_und_QL	
C3RB3	13.10766504	222.6478583	19.81709434	N and C under QL	NC_und_QL	
C3SB1	13.68648042	206.392697	17.59338212	N and C under QL	NC_und_QL	
C3SB2	11.72603409	209.6002916	20.85391118	N and C under QL	NC_und_QL	
C3SB3	10.32664985	205.1273087	23.17452387	N and C under QL	NC_und_QL	
C4RB1	50.76435173	398.3667393	9.155267033	N and C under QL	NC_und_QL	
C4RB2	36.29758932	321.7839884	10.34268832	N and C under QL	NC_und_QL	
C4RB3	39.659942	463.3245463	13.62950314	N and C under QL	NC_und_QL	
C4SB1	NA	147.6347843	NA	N and C under QL	NC_und_QL	N
C4SB2	NA	135.628507	NA	N and C under QL	NC_und_QL	N
C4SB3	10.49354198	154.5409889	17.18178864	N and C under QL	NC_und_QL	
C5RB1	20.90222093	342.8868438	19.1383802	N and C under QL	NC_und_QL	
C5RB2	22.9462127	266.7095632	13.56045815	N and C under QL	NC_und_QL	
C5RB3	7.238235664	185.5756658	29.91128688	N and C under QL	NC_und_QL	
C5SB1	17.18159736	284.6132994	19.32584278	N and C under QL	NC_und_QL	
C5SB2	16.20371232	194.347473	13.99301061	N and C under QL	NC_und_QL	
C5SB3	22.75721599	217.7572412	11.1634971	N and C under QL	NC_und_QL	
C6RB1	199.9883733	1878.13514	10.95642526		OK	
C6RB2	83.25870173	840.5639573	11.77844393	N and C under QL	NC_und_QL	
C6RB3	126.6094811	926.5296899	8.537680555	N and C under QL	NC_und_QL	
C6SB1	101.0883898	796.3013597	9.190157789	N and C under QL	NC_und_QL	
C6SB2	113.4574236	873.3585327	8.980622471	N and C under QL	NC_und_QL	
C6SB3	109.5821569	847.5173628	9.02309541	N and C under QL	NC_und_QL	
C7RB1	24.44615659	295.0524493	14.08106244	N and C under QL	NC_und_QL	
C7RB2	71.96853425	688.6217744	11.16310174	N and C under QL	NC_und_QL	
C7RB3	29.93011369	392.7520843	15.30935598	N and C under QL	NC_und_QL	
C7SB1	6.044736395	186.5558917	36.00629144	N and C under QL	NC_und_QL	
C7SB2	NA	224.2540646	NA	N and C under QL	NC_und_QL	N
C7SB3	NA	148.9724159	NA	N and C under QL	NC_und_QL	N
C8EB1	1200.535489	12311.69265	11.9643622		OK	
C8EB2	1048.671524	9704.839422	10.79681521		OK	
C8EB3	912.1054593	8920.952315	11.41071747		OK	
C8RB1	362.0235276	3921.128804	12.63633417		OK	
C8RB2	321.3968567	3282.891989	11.91685785		OK	
C8RB3	255.5881049	2955.069982	13.48881884		OK	
C8SB1	871.1605603	7867.080789	10.53567085		OK	
C8SB2	758.60588	9624.241712	14.80120612		OK	
C8SB3	789.5734713	7388.46429	10.91712845		OK	
C9EB1	425.9289449	3230.02822	8.847405891		OK	
C9EB2	325.172315	2362.591473	8.476603302		OK	
C9EB3	440.2242476	3858.158905	10.22475571		OK	
C9RB1	442.9230757	3170.609217	8.351436827		OK	
C9RB2	509.5380204	3596.785709	8.235401138		OK	
C9RB3	1049.067708	6032.864578	6.70913989		OK	
C9SB1	323.2582519	2216.289042	7.998776624		OK	
C9SB2	406.7409578	2715.125226	7.78787097		OK	
C9SB3	322.3192941	2174.679264	7.871467374		OK	
