Phylum	Scientific_name_arterdk	BOLD_barcode
Arthropoda	Deflexilodes norvegicus	-
Arthropoda	Kroyera carinata	-
Arthropoda	Monoculodes packardi	x
Arthropoda	Perioculodes longimanus	-
Arthropoda	Pontocrates altamarinus	-
Arthropoda	Pontocrates arenarius	-
Arthropoda	Synchelidium haplocheles	x
Arthropoda	Synchelidium tenuimanum	-
Arthropoda	Westwoodilla caecula	x
Arthropoda	Normanion quadrimanus	-
Arthropoda	Opisa eschrichtii	-
Arthropoda	Halice abyssi	-
Arthropoda	Pardalisca tenuipes	x
Arthropoda	Pardaliscella boecki	-
Arthropoda	Gammaropsis maculata	x
Arthropoda	Gammaropsis melanops	-
Arthropoda	Gammaropsis nitida	x
Arthropoda	Megamphopus cornutus	x
Arthropoda	Photis longicaudata	x
Arthropoda	Photis reinhardi	-
Arthropoda	Harpinia antennaria	x
Arthropoda	Harpinia crenulata	-
Arthropoda	Harpinia laevis	-
Arthropoda	Harpinia pectinata	-
Arthropoda	Harpinia truncata	-
Arthropoda	Leptophoxus falcatus	-
Arthropoda	Paraphoxus oculatus	-
Arthropoda	Phoxocephalus holbolli	x
Arthropoda	Parapleustes bicuspis	x
Arthropoda	Parapleustes monocuspis	-
Arthropoda	Pleusymtes glaber	-
Arthropoda	Stenopleustes latipes	x
Arthropoda	Stenopleustes nodifera	-
Arthropoda	Laetmatophilus tuberculatus	-
Arthropoda	Xenodice frauenfeldti	-
Arthropoda	Pontoporeia femorata	x
Arthropoda	Scina borealis	-
Arthropoda	Scopelocheirus hopei	x
Arthropoda	Andaniexis abyssi	-
Arthropoda	Andaniopsis nordlandica	-
Arthropoda	Stegocephaloides auratus	-
Arthropoda	Stegocephaloides christianiensis	-
Arthropoda	Stegocephalus inflatus	-
Arthropoda	Stegocephalus similis	-
Arthropoda	Hardametopa nasuta	-
Arthropoda	Metopa alderi	x
Arthropoda	Metopa borealis	-
Arthropoda	Metopa bruzelii	-
Arthropoda	Metopa norvegica	-
Arthropoda	Metopa propinqua	-
Arthropoda	Metopa pusilla	-
Arthropoda	Metopa quadrangula	-
Arthropoda	Metopa robusta	-
Arthropoda	Metopa rubrovittata	x
Arthropoda	Proboloides calcarata	-
Arthropoda	Proboloides gregaria	-
Arthropoda	Stenothoe marina	x
Arthropoda	Stenothoe monoculoides	x
Arthropoda	Stenula solsbergi	-
Arthropoda	Astyra abyssi	x
Arthropoda	Syrrhoe crenulata	x
Arthropoda	Syrrhoites serrata	-
Arthropoda	Tiron spiniferus	-
Arthropoda	Britorchestia brito	-
Arthropoda	Deshayesorchestia deshayesii	x
Arthropoda	Orchestia gammarellus	x
Arthropoda	Platorchestia platensis	x
Arthropoda	Talitrus saltator	x
Arthropoda	Trischizostoma raschii	-
Arthropoda	Hippomedon denticulatus	-
Arthropoda	Hippomedon propinqvus	x
Arthropoda	Hippomedon robustus	-
Arthropoda	Lepidepecreum longicorne	-
Arthropoda	Orchomene humilis	x
Arthropoda	Orchomene serratus	-
Arthropoda	Orchomenella minuta	x
Arthropoda	Orchomenella obtusa	x
Arthropoda	Tryphosa nana	x
Arthropoda	Tryphosella horingi	-
Arthropoda	Tryphosella nanoides	-
Arthropoda	Tryphosella sarsi	-
Arthropoda	Tryphosella umbonatus	-
Arthropoda	Tryphosites longipes	x
Arthropoda	Neohela monstrosa	x
Arthropoda	Unciola planipes	-
Arthropoda	Anonyx sarsi	x
Arthropoda	Caeconyx caeculus	-
Arthropoda	Centromedon pumilus	-
Arthropoda	Menigrates obtusifrons	-
Arthropoda	Menigratopsis svennilssoni	-
Arthropoda	Onisimus edwardsii	-
Arthropoda	Onisimus normani	-
Arthropoda	Tmetonyx acutus	-
Arthropoda	Tmetonyx cicada	x
Arthropoda	Tmetonyx leucophthalmus	-
Arthropoda	Tmetonyx similis	-
Arthropoda	Urothoe elegans	x
Arthropoda	Urothoe poseidonis	x
Arthropoda	Bodotria pulchella	-
Arthropoda	Bodotria scorpioides	x
Arthropoda	Cumopsis goodsir	-
Arthropoda	Iphinoe trispinosa	-
Arthropoda	Brachydiastylis resima	-
Arthropoda	Diastylis bradyi	x
Arthropoda	Diastylis cornuta	-
Arthropoda	Diastylis echinata	-
Arthropoda	Diastylis laevis	x
Arthropoda	Diastylis lucifera	-
Arthropoda	Diastylis rathkei	x
Arthropoda	Diastylis rostrata	-
Arthropoda	Diastylis rugosa	-
Arthropoda	Diastylis spinosa	-
Arthropoda	Diastylis tumida	-
Arthropoda	Diastyloides biplicatus	-
Arthropoda	Diastyloides serratus	-
Arthropoda	Leptostylis ampullacea	-
Arthropoda	Leptostylis longimana	-
Arthropoda	Leptostylis villosa	-
Arthropoda	Hemilamprops cristatus	-
Arthropoda	Hemilamprops roseus	-
Arthropoda	Lamprops fasciatus	-
Arthropoda	Eudorella emarginata	x
Arthropoda	Eudorella hirsuta	-
Arthropoda	Eudorella truncatula	-
Arthropoda	Eudorellopsis deformis	-
Arthropoda	Leucon acutirostris	-
Arthropoda	Leucon nasica	x
Arthropoda	Leucon nasicoides	-
Arthropoda	Leucon pallidus	-
Arthropoda	Campylaspis costata	-
Arthropoda	Campylaspis rubicunda	-
Arthropoda	Campylaspis sulcata	-
Arthropoda	Campylaspis verrucosa	-
Arthropoda	Pseudocuma longicorne	-
Arthropoda	Pseudocuma simile	-
Arthropoda	Athanas nitescens	x
Arthropoda	Calocarides coronatus	x
Arthropoda	Calocaris macandreae	x
Arthropoda	Cryptocheles pygmaea	-
Arthropoda	Callianassa subterranea	x
Arthropoda	Gilvossius tyrrhenus	x
Arthropoda	Cancer pagurus	x
Arthropoda	Carcinus maenas	x
Arthropoda	Corystes cassivelaunus	x
Arthropoda	Crangon allmanni	x
Arthropoda	Crangon crangon	x
Arthropoda	Pontophilus norvegicus	x
Arthropoda	Pontophilus spinosus	x
Arthropoda	Sabinea sarsii	x
Arthropoda	Dromia personata	x
Arthropoda	Galathea intermedia	x
Arthropoda	Galathea nexa	x
Arthropoda	Galathea squamifera	x
Arthropoda	Galathea strigosa	x
Arthropoda	Geryon trispinosus	x
Arthropoda	Goneplax rhomboides	x
Arthropoda	Pachygrapsus transversus	x
Arthropoda	Caridion gordoni	x
Arthropoda	Eualus cranchii	x
Arthropoda	Eualus gaimardii	x
Arthropoda	Eualus occultus	x
Arthropoda	Eualus pusiolus	x
Arthropoda	Hippolyte varians	x
Arthropoda	Spirontocaris liljeborgii	x
Arthropoda	Spirontocaris spinus	x
Arthropoda	Paromola cuvieri	-
Arthropoda	Inachus dorsettensis	x
Arthropoda	Inachus phalangium	x
Arthropoda	Macropodia rostrata	x
Arthropoda	Ebalia cranchii	x
Arthropoda	Ebalia tuberosa	x
Arthropoda	Ebalia tumefacta	x
Arthropoda	Lithodes maja	x
Arthropoda	Eurynome aspera	x
Arthropoda	Munida intermedia	x
Arthropoda	Munida rugosa	x
Arthropoda	Munida sarsi	-
Arthropoda	Homarus americanus	x
Arthropoda	Homarus gammarus	x
Arthropoda	Nephrops norvegicus	x
Arthropoda	Hyas araneus	x
Arthropoda	Hyas coarctatus	x
Arthropoda	Anapagurus chiroacanthus	-
Arthropoda	Anapagurus laevis	x
Arthropoda	Pagurus bernhardus	x
Arthropoda	Pagurus pubescens	x
Arthropoda	Palaemon adspersus	x
Arthropoda	Palaemon elegans	x
Arthropoda	Palaemon serratus	x
Arthropoda	Palaemon varians	x
Arthropoda	Palinurus elephas	x
Arthropoda	Atlantopandalus propinqvus	x
Arthropoda	Pandalina brevirostris	x
Arthropoda	Pandalus borealis	x
Arthropoda	Pandalus montagui	x
Arthropoda	Rhithropanopeus harrisii	x
Arthropoda	Pasiphaea sivado	x
Arthropoda	Pasiphaea tarda	x
Arthropoda	Pilumnus hirtellus	x
Arthropoda	Pinnotheres pisum	x
Arthropoda	Pirimela denticulata	-
Arthropoda	Liocarcinus depurator	x
Arthropoda	Liocarcinus holsatus	x
Arthropoda	Liocarcinus navigator	x
Arthropoda	Liocarcinus pusillus	x
Arthropoda	Necora puber	x
Arthropoda	Pisidia longicornis	x
Arthropoda	Callinectes sapidus	x
Arthropoda	Processa canaliculata	x
Arthropoda	Processa edulis	-
Arthropoda	Upogebia deltaura	x
Arthropoda	Upogebia stellata	x
Arthropoda	Eriocheir sinensis	x
Arthropoda	Hemigrapsus sanguineus	x
Arthropoda	Hemigrapsus takanoi	x
Arthropoda	Xantho poressa	-
Arthropoda	Meganyctiphanes norvegica	x
Arthropoda	Nyctiphanes couchii	-
Arthropoda	Thysanoessa inermis	x
Arthropoda	Thysanoessa longicaudata	x
Arthropoda	Thysanoessa raschii	x
Arthropoda	Aega bicarinata	-
Arthropoda	Aega crenulata	-
Arthropoda	Aega monophthalma	-
Arthropoda	Aega psora	x
Arthropoda	Aega tridens	-
Arthropoda	Rocinela danmoniensis	-
Arthropoda	Syscenus infelix	x
Arthropoda	Anthura gracilis	x
Arthropoda	Cyathura carinata	x
Arthropoda	Astacilla dilatata	-
Arthropoda	Astacilla longicornis	x
Arthropoda	Athelges bilobus	-
Arthropoda	Athelges paguri	x
Arthropoda	Athelges tenuicaudis	-
Arthropoda	Bopyroides hippolytes	x
Arthropoda	Bopyrus squillarum	-
Arthropoda	Eremitione hyndmanni	-
Arthropoda	Gyge branchialis	-
Arthropoda	Hemiarthrus abdominalis	x
Arthropoda	Pleurocrypta galateae	-
Arthropoda	Pseudione borealis	-
Arthropoda	Pseudione crenulata	-
Arthropoda	Clypeoniscus hanseni	-
Arthropoda	Munnoniscus marsupialis	-
Arthropoda	Saduria entomon	x
Arthropoda	Eurydice pulchra	x
Arthropoda	Natatolana borealis	x
Arthropoda	Liriopsis pygmaea	-
Arthropoda	Glossobius impressus	-
Arthropoda	Cyproniscus cypridinae	-
Arthropoda	Prodajus ostendensis	-
Arthropoda	Dendrotion spinosum	-
Arthropoda	Desmosoma lineare	-
Arthropoda	Echinopleura aculeata	-
Arthropoda	Eugerda filipes	-
Arthropoda	Eugerda intermedia	-
Arthropoda	Eugerda tenuimana	-
Arthropoda	Eugerdella coarctata	-
Arthropoda	Whoia angusta	-
Arthropoda	Portunion maenadis	-
Arthropoda	Gnathia oxyuraea	-
Arthropoda	Batedotea elongata	-
Arthropoda	Idotea balthica	x
Arthropoda	Idotea chelipes	x
Arthropoda	Idotea emarginata	x
Arthropoda	Idotea granulosa	x
Arthropoda	Idotea linearis	x
Arthropoda	Idotea neglecta	-
Arthropoda	Idotea pelagica	x
Arthropoda	Ischnomesus bispinosus	-
Arthropoda	Ianiropsis breviremis	-
Arthropoda	Jaera albifrons	x
Arthropoda	Janira maculosa	x
Arthropoda	Leptanthura tenuis	-
Arthropoda	Ligia oceanica	x
Arthropoda	Limnoria lignorum	-
Arthropoda	Macrostylis longiremis	-
Arthropoda	Macrostylis spinifera	-
Arthropoda	Munna boeckii	-
Arthropoda	Munna fabricii	-
Arthropoda	Munna limicola	-
Arthropoda	Uromunna petiti	-
Arthropoda	Baeonectes muticus	-
Arthropoda	Disconectes furcatus	-
Arthropoda	Disconectes phalangium	-
Arthropoda	Eurycope cornuta	x
Arthropoda	Eurycope producta	x
Arthropoda	Ilyarachna longicornis	-
Arthropoda	Munnopsis typica	x
Arthropoda	Pseudarachna hirsuta	-
Arthropoda	Paramunna bilobata	-
Arthropoda	Pleurogonium inerme	-
Arthropoda	Pleurogonium pulchrum	-
Arthropoda	Pleurogonium rubicundum	x
Arthropoda	Pleurogonium spinosissimum	-
Arthropoda	Lekanesphaera hookeri	x
Arthropoda	Lekanesphaera rugicauda	x
Arthropoda	Nebalia bipes	-
Arthropoda	Amblyops abbreviatus	-
Arthropoda	Boreomysis arctica	x
Arthropoda	Erythrops abyssorum	-
Arthropoda	Erythrops elegans	-
Arthropoda	Erythrops erythrophthalmus	-
Arthropoda	Erythrops serratus	-
Arthropoda	Gastrosaccus spinifer	-
Arthropoda	Hemimysis abyssicola	-
Arthropoda	Hemimysis lamornae	-
Arthropoda	Heteromysis formosa	x
Arthropoda	Leptomysis gracilis	-
Arthropoda	Mesopodopsis slabberi	x
Arthropoda	Mysideis insignis	-
Arthropoda	Mysidopsis angusta	-
Arthropoda	Mysidopsis didelphys	-
Arthropoda	Mysidopsis gibbosa	-
Arthropoda	Mysis mixta	x
Arthropoda	Mysis oculata	x
Arthropoda	Mysis salemaai	x
Arthropoda	Neomysis integer	-
Arthropoda	Parerythrops obesus	-
Arthropoda	Praunus flexuosus	x
Arthropoda	Praunus inermis	x
Arthropoda	Praunus neglectus	-
Arthropoda	Pseudomma affine	-
Arthropoda	Pseudomma roseum	x
Arthropoda	Schistomysis ornata	x
Arthropoda	Schistomysis spiritus	-
Arthropoda	Siriella norvegica	-
Arthropoda	Hansenomysis fyllae	-
Arthropoda	Akanthophoreus gracilis	-
Arthropoda	Parakanthophoreus longiremis	-
Arthropoda	Tumidochelia dentifera	-
Arthropoda	Anarthrura simplex	-
Arthropoda	Apseudes spinosus	x
Arthropoda	Cryptocope abbreviata	-
Arthropoda	Heterotanais oerstedii	-
Arthropoda	Leptognathia breviremis	-
Arthropoda	Pseudotanais forcipatus	-
Arthropoda	Pseudosphyrapus anomalus	-
Arthropoda	Araphura brevimanus	-
Arthropoda	Araphura filiformis	-
Arthropoda	Tanais dulongii	x
Arthropoda	Tanaissus danica	-
Arthropoda	Tanaissus lilljeborgi	-
Arthropoda	Tanaopsis laticaudata	-
Arthropoda	Typhlotanais aequiremis	-
Arthropoda	Typhlotanais tenuicornis	-
Arthropoda	Clistosaccus paguri	x
Arthropoda	Sylon hippolytes	x
Arthropoda	Trypetesa lampas	-
Arthropoda	Ulophysema oeresundense	-
Arthropoda	Lernaeodiscus ingolfi	-
Arthropoda	Peltogaster curvata	-
Arthropoda	Peltogaster paguri	x
Arthropoda	Peltogasterella sulcata	-
Arthropoda	Tortugaster boschmai	-
Arthropoda	Triangulus galatheae	-
Arthropoda	Drepanorchis neglecta	-
Arthropoda	Sacculina carcini	x
Arthropoda	Sacculina inflata	-
Arthropoda	Anelasma squalicola	x
Arthropoda	Conchoderma auritum	x
Arthropoda	Conchoderma virgatum	-
Arthropoda	Dosima fascicularis	x
Arthropoda	Dosinia exoleta	-
Arthropoda	Dosinia lupinus	-
Arthropoda	Lepas anatifera	x
Arthropoda	Lepas anserifera	x
Arthropoda	Lepas hilli	-
Arthropoda	Lepas pectinata	-
Arthropoda	Ornatoscalpellum stroemii	x
Arthropoda	Scalpellum scalpellum	x
Arthropoda	Chirona hameri	-
Arthropoda	Semibalanus balanoides	x
Arthropoda	Amphibalanus improvisus	x
Arthropoda	Austromegabalanus nigrescens	-
Arthropoda	Balanus balanus	x
Arthropoda	Balanus crenatus	x
Arthropoda	Megabalanus tintinnabulum	-
Arthropoda	Chthamalus stellatus	x
Arthropoda	Coronula reginae	-
Arthropoda	Verruca stroemia	x
Arthropoda	Boroecia borealis	x
Arthropoda	Discoconchoecia elegans	x
Arthropoda	Vargula norvegica	-
Arthropoda	Candona candida	x
Arthropoda	Cyclocypris ovum	-
Arthropoda	Cyprinotus salinus	-
Arthropoda	Cytherura acuta	-
Arthropoda	Hemicytherura cellulosa	-
Arthropoda	Hemicythere villosa	-
Arthropoda	Leptocythere castanea	-
Arthropoda	Hirschmannia viridis	-
Arthropoda	Loxoconcha rhomboidea	-
Arthropoda	Boreostoma variabile	-
Arthropoda	Cytherois fischeri	-
Arthropoda	Xestoleberis aurantia	-
Arthropoda	Achelia echinata	-
Arthropoda	Eurycyde hispida	-
Arthropoda	Callipallene brevirostris	x
Arthropoda	Pseudopallene circularis	-
Arthropoda	Nymphon brevirostre	-
Arthropoda	Nymphon grossipes	-
Arthropoda	Nymphon hirtum	-
Arthropoda	Nymphon leptocheles	-
Arthropoda	Nymphon macrum	-
Arthropoda	Nymphon stroemi	x
Arthropoda	Nymphon tenellum	-
Arthropoda	Anoplodactylus petiolatus	x
Arthropoda	Phoxichilidium femoratum	-
Arthropoda	Pycnogonum litorale	x
Arthropoda	Austrominius modestus	x
Brachiopoda	Novocrania anomala	-
Bryozoa	Aetea anguina	-
Bryozoa	Aetea sica	-
Bryozoa	Aetea truncata	-
Bryozoa	Beania mirabilis	-
Bryozoa	Schizomavella auriculata	-
Bryozoa	Schizomavella linearis	-
Bryozoa	Palmiskenea skenei	-
Bryozoa	Porella compressa	-
Bryozoa	Porella laevis	-
Bryozoa	Porella patula	-
Bryozoa	Porella struma	-
Bryozoa	Bicellariella ciliata	-
Bryozoa	Bugulina angustiloba	x
Bryozoa	Bugulina avicularia	-
Bryozoa	Bugulopsis peachii	-
Bryozoa	Crisularia plumosa	x
Bryozoa	Crisularia purpurotincta	-
Bryozoa	Dendrobeania murrayana	x
Bryozoa	Kinetoskias smitti	-
Bryozoa	Alderina imbellis	-
Bryozoa	Amphiblestrum auritum	-
Bryozoa	Amphiblestrum flemingii	-
Bryozoa	Amphiblestrum trifolium	-
Bryozoa	Callopora craticula	-
Bryozoa	Callopora dumerilii	-
Bryozoa	Callopora lineata	-
Bryozoa	Tegella unicornis	-
Bryozoa	Aquiloniella scabra	-
Bryozoa	Caberea ellisii	-
Bryozoa	Cradoscrupocellaria reptans	-
Bryozoa	Scrupocellaria scrupea	-
Bryozoa	Scrupocellaria scruposa	-
Bryozoa	Tricellaria ternata	x
Bryozoa	Cellaria salicornia	-
Bryozoa	Buskea dichotoma	-
Bryozoa	Cellepora pumicosa	-
Bryozoa	Celleporina costazii	-
Bryozoa	Omalosecosa ramulosa	-
Bryozoa	Turbicellepora avicularis	-
Bryozoa	Chorizopora brongniartii	-
Bryozoa	Cribrilaria radiata	-
Bryozoa	Cribrilina cryptooecium	-
Bryozoa	Cribrilina punctata	-
Bryozoa	Juxtacribrilina annulata	-
Bryozoa	Membraniporella nitida	-
Bryozoa	Cryptosula pallasiana	-
Bryozoa	Aspidelectra melolontha	-
Bryozoa	Conopeum reticulum	x
Bryozoa	Conopeum seurati	-
Bryozoa	Einhornia crustulenta	x
Bryozoa	Electra monostachys	-
Bryozoa	Electra pilosa	-
Bryozoa	Escharella abyssicola	-
Bryozoa	Escharella immersa	-
Bryozoa	Escharella variolosa	-
Bryozoa	Escharella ventricosa	-
Bryozoa	Escharina alderi	-
Bryozoa	Phaeostachys spinifera	-
Bryozoa	Eucratea loricata	-
Bryozoa	Escharoides coccinea	x
Bryozoa	Stomacrustula sinuosa	-
Bryozoa	Fenestrulina malusii	-
Bryozoa	Carbasea carbasea	-
Bryozoa	Flustra foliacea	-
Bryozoa	Securiflustra securifrons	-
Bryozoa	Hippoporella hippopus	-
Bryozoa	Celleporella hyalina	x
Bryozoa	Haplota clavata	-
Bryozoa	Biflustra tenuis	x
Bryozoa	Membranipora membranacea	x
Bryozoa	Microporella ciliata	-
Bryozoa	Reteporella beaniana	-
Bryozoa	Arctonula arctica	-
Bryozoa	Schizoporella obesa	-
Bryozoa	Schizoporella unicornis	-
Bryozoa	Scruparia chelata	-
Bryozoa	Parasmittina trispinosa	-
Bryozoa	Smittina bella	-
Bryozoa	Smittina landsborovii	-
Bryozoa	Smittoidea reticulata	-
Bryozoa	Tessaradoma boreale	-
Bryozoa	Alcyonidium albidum	-
Bryozoa	Alcyonidium diaphanum	-
Bryozoa	Alcyonidium gelatinosum	-
Bryozoa	Alcyonidium hirsutum	-
Bryozoa	Alcyonidium mamillatum	-
Bryozoa	Alcyonidium parasiticum	-
Bryozoa	Alcyonidium polyoum	-
Bryozoa	Arachnidium fibrosum	-
Bryozoa	Buskia nitens	-
Bryozoa	Farrella repens	-
Bryozoa	Flustrellidra hispida	-
Bryozoa	Hypophorella expansa	-
Bryozoa	Nolella dilatata	-
Bryozoa	Nolella gigantea	-
Bryozoa	Triticella flava	-
Bryozoa	Triticella pedicellata	-
Bryozoa	Amathia gracilis	-
Bryozoa	Amathia imbricata	-
Bryozoa	Amathia pustulosa	-
Bryozoa	Walkeria uva	-
Bryozoa	Crisia aculeata	-
Bryozoa	Crisia denticulata	-
Bryozoa	Crisia eburnea	-
Bryozoa	Crisia ramosa	-
Bryozoa	Crisidia cornuta	-
Bryozoa	Crisiella producta	-
Bryozoa	Hornera lichenoides	-
Bryozoa	Disporella hispida	-
Bryozoa	Patinella verrucaria	-
Bryozoa	Oncousoecia dilatans	-
Bryozoa	Diplosolen obelium	-
Bryozoa	Plagioecia patina	-
Bryozoa	Stigmatoechos violacea	-
Bryozoa	Exidmonea atlantica	-
Bryozoa	Penciletta penicillata	-
Bryozoa	Tubulipora aperta	-
Bryozoa	Tubulipora flabellaris	-
Bryozoa	Tubulipora liliacea	-
Bryozoa	Tubulipora lobulata	-
Bryozoa	Tubulipora phalangea	-
Bryozoa	Tubulipora plumosa	-
Chaetognatha	Parasagitta elegans	x
Chaetognatha	Parasagitta setosa	-
Chordata	Acipenser gueldenstaedtii	x
Chordata	Acipenser naccarii	x
Chordata	Acipenser oxyrinchus	x
Chordata	Acipenser stellatus	x
Chordata	Acipenser sturio	x
Chordata	Acipenser transmontanus	x
Chordata	Huso huso	x
Chordata	Anguilla anguilla	x
Chordata	Conger conger	x
Chordata	Nemichthys scolopaceus	x
Chordata	Atherina presbyter	x
Chordata	Magnisudis atlantica	x
Chordata	Belone belone	x
Chordata	Cheilopogon heterurus	-
Chordata	Scomberesox saurus	x
Chordata	Beryx decadactylus	x
Chordata	Alosa alosa	x
Chordata	Alosa fallax	x
Chordata	Clupea harengus	x
Chordata	Sardina pilchardus	x
Chordata	Sprattus sprattus	x
Chordata	Engraulis encrasicolus	x
Chordata	Gadiculus thori	x
Chordata	Gadus morhua	x
Chordata	Melanogrammus aeglefinus	x
Chordata	Merlangius merlangus	x
Chordata	Micromesistius poutassou	x
Chordata	Pollachius pollachius	x
Chordata	Pollachius virens	x
Chordata	Raniceps raninus	x
Chordata	Trisopterus esmarkii	x
Chordata	Trisopterus luscus	x
Chordata	Trisopterus minutus	x
Chordata	Brosme brosme	x
Chordata	Ciliata mustela	x
Chordata	Enchelyopus cimbrius	x
Chordata	Gaidropsarus vulgaris	x
Chordata	Molva dypterygia	x
Chordata	Molva molva	x
Chordata	Coryphaenoides rupestris	x
Chordata	Malacocephalus laevis	x
Chordata	Merluccius merluccius	x
Chordata	Phycis blennoides	x
Chordata	Gasterosteus aculeatus	x
Chordata	Pungitius pungitius	x
Chordata	Spinachia spinachia	x
Chordata	Lampris guttatus	x
Chordata	Regalecus glesne	x
Chordata	Trachipterus arcticus	x
Chordata	Lophius budegassa	x
Chordata	Lophius piscatorius	x
Chordata	Chelon auratus	x
Chordata	Chelon labrosus	x
Chordata	Chelon ramada	x
Chordata	Myctophum punctatum	x
Chordata	Notoscopelus kroyeri	-
Chordata	Argentina silus	x
Chordata	Argentina sphyraena	x
Chordata	Osmerus eperlanus	x
Chordata	Ammodytes marinus	x
Chordata	Ammodytes tobianus	x
Chordata	Gymnammodytes semisquamatus	-
Chordata	Hyperoplus lanceolatus	x
Chordata	Anarhichas denticulatus	x
Chordata	Anarhichas lupus	x
Chordata	Brama brama	x
Chordata	Callionymus lyra	x
Chordata	Callionymus maculatus	x
Chordata	Callionymus reticulatus	x
Chordata	Capros aper	x
Chordata	Trachinotus ovatus	x
Chordata	Trachurus trachurus	x
Chordata	Centrolophus niger	x
Chordata	Schedophilus medusophagus	-
Chordata	Remora remora	x
Chordata	Nesiarchus nasutus	x
Chordata	Aphia minuta	x
Chordata	Buenia jeffreysii	x
Chordata	Crystallogobius linearis	x
Chordata	Gobius niger	x
Chordata	Lebetus guilleti	-
Chordata	Lebetus scorpioides	x
Chordata	Lesueurigobius friesii	x
Chordata	Neogobius melanostomus	x
Chordata	Pomatoschistus flavescens	x
Chordata	Pomatoschistus microps	x
Chordata	Pomatoschistus minutus	x
Chordata	Pomatoschistus norvegicus	x
Chordata	Pomatoschistus pictus	x
Chordata	Thorogobius ephippiatus	x
Chordata	Centrolabrus exoletus	x
Chordata	Coris julis	x
Chordata	Ctenolabrus rupestris	x
Chordata	Labrus bergylta	x
Chordata	Labrus mixtus	x
Chordata	Symphodus melops	x
Chordata	Dicentrarchus labrax	x
Chordata	Mullus surmuletus	x
Chordata	Pholis gunnellus	x
Chordata	Polyprion americanus	x
Chordata	Micropogonias undulatus	x
Chordata	Auxis rochei	x
Chordata	Euthynnus alletteratus	x
Chordata	Sarda sarda	x
Chordata	Scomber scombrus	x
Chordata	Thunnus thynnus	x
Chordata	Boops boops	x
Chordata	Dentex maroccanus	x
Chordata	Diplodus sargus	x
Chordata	Pagellus acarne	x
Chordata	Pagellus bogaraveo	x
Chordata	Pagellus erythrinus	x
Chordata	Sarpa salpa	x
Chordata	Sparus aurata	x
Chordata	Spondyliosoma cantharus	x
Chordata	Chirolophis ascanii	-
Chordata	Leptoclinus maculatus	x
Chordata	Lumpenus lampretaeformis	x
Chordata	Echiichthys vipera	x
Chordata	Trachinus draco	x
Chordata	Xiphias gladius	x
Chordata	Lycenchelys sarsii	x
Chordata	Lycodes gracilis	x
Chordata	Zoarces viviparus	x
Chordata	Arnoglossus laterna	x
Chordata	Glyptocephalus cynoglossus	x
Chordata	Hippoglossoides platessoides	x
Chordata	Hippoglossus hippoglossus	x
Chordata	Limanda limanda	x
Chordata	Microstomus kitt	x
Chordata	Platichthys flesus	x
Chordata	Pleuronectes platessa	x
Chordata	Lepidorhombus whiffiagonis	x
Chordata	Scophthalmus maximus	x
Chordata	Scophthalmus rhombus	x
Chordata	Zeugopterus norvegicus	x
Chordata	Zeugopterus punctatus	x
Chordata	Buglossidium luteum	x
Chordata	Solea solea	x
Chordata	Coregonus albula	x
Chordata	Coregonus maraena	x
Chordata	Oncorhynchus gorbuscha	x
Chordata	Oncorhynchus mykiss	x
Chordata	Salmo salar	x
Chordata	Salmo trutta	x
Chordata	Salvelinus alpinus	x
Chordata	Salvelinus fontinalis	x
