Phylum	Scientific_name_ARTER	Synonym_ARTER_1	Synonym_ARTER_2	Synonym_ARTER_3	Synonym_ARTER_4	Synonym_ARTER_5	Synonym_ARTER_6	Synonym_ARTER_7	Synonym_ARTER_8	GBIF_synonym	External_synonym	Synonym_Philip	Marine	BOLD_barcode	
Mollusca	Myrtea spinifera	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Axinulus croulinensis	Thyasira croulinensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Parathyasira equalis	Thyasira equalis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Thyasira flexuosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Thyasira sarsii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	Thyasira sarsi	x	-	
Mollusca	Varicorbula gibba	Corbula gibba	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Mya arenaria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Mya truncata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Barnea candida	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Pholas dactylus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Zirfaea crispata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Nototeredo norvagica	Nototeredo norvegica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Psiloteredo megotara	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Teredo navalis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Xylophaga dorsalis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Crenella decussata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Gibbomodiola adriatica	Modiolus adriaticus	NA	NA	NA	NA	NA	NA	NA	Modiolus adriaticus	NA	NA	x	x	
Mollusca	Modiolula phaseolina	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Modiolus cimbricus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Modiolus modiolus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Musculus discors	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Musculus niger	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Musculus subpictus	Modiolarca tumida	 Modiolarca subpicta	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Mytilus edulis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Mytilus trossulus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Malletia pianii	Malletia obtusa	 Pseudomalletia obtusa	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Nuculana minuta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Nuculana pernula	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Yoldiella lucida	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Yoldiella nana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Ennucula tenuis	Nuculoma tenuis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Nucula hanleyi	Nuculoma hanleyi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Nucula nitidosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Nucula nucleus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Nucula sulcata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Magallana gigas	Crassostrea angulata	 Crassostrea gigas	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Ostrea edulis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Heteranomia squamula	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Pododesmus patelliformis	Monia patelliformis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Pododesmus squama	Monia squama	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Aequipecten opercularis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Delectopecten vitreus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Mimachlamys varia	Chlamys varia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Palliolum incomparabile	Pecten furtivum	 Palliolum furtivum	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Palliolum striatum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Palliolum tigerinum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Pecten maximus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Pseudamussium peslutrae	Pseudamussium septemradiatum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Similipecten similis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Arctica islandica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Glossus humanus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Kelliella miliaris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Lutraria lutraria	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Mactra stultorum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Spisula elliptica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Spisula solida	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Spisula subtruncata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Chamelea striatula	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Clausinella fasciata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Mysia undata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Petricolaria pholadiformis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Polititapes rhomboides	Venerupis rhomboides	 Tapes rhomboides	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Timoclea ovata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Venerupis corrugata	Venerupis senegalensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Cuspidaria cuspidata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Cuspidaria obesa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Lyonsia norwegica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Cochlodesma praetenue	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Thracia convexa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Thracia gracilis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Thracia phaseolina	Thracia papyracea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Thracia villosiuscula	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Chaetoderma nitidulum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Alloteuthis subulata	Loligo media	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Loligo forbesii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Loligo vulgaris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Haliphron atlanticus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Bathypolypus arcticus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Eledone cirrhosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Octopus vulgaris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Architeuthis dux	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Gonatus fabricii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Illex coindetii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Ommastrephes bartramii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Todarodes sagittatus	Ommatostrephes sagittatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Todaropsis eblanae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Onychoteuthis banksii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Sepia elegans	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Sepia officinalis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Sepia orbignyana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Rossia macrosoma	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Rossia palpebrosa	Rossia glaucopis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Sepietta oweniana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Sepiola atlantica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Sepiola rondeleti	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Akera bullata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Aplysia punctata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Acteon tornatilis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Cylichna cylindracea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Diaphana minuta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Laona quadrata	Philine quadrata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Hermania scabra	Philine scabra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Philine aperta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Philine catena	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Philine denticulata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Philine punctata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Retusa obtusa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Retusa truncatula	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Retusa umbilicata	Cylichnina umbilicata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Volvulella acuminata	Rhizorus acuminatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Scaphander lignarius	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Scaphander punctostriatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Myosotella myosotis	Ovatella myosotis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Emarginula fissura	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Puncturella noachina	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Aporrhais pespelecani	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Aporrhais serresianus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Assiminea grayana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Caecum glabrum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Crepidula fornicata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Capulus ungaricus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Aclis ascaris	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Aclis minor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Aclis walleri	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Enteroxenos oestergreni	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Eulima bilineata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Haliella stenostoma	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Melanella lubrica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Melanella monterosatoi	Polygireulima monterosatoi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Melanella polita	Polygireulima sinuosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Pelseneeria stylifera	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Vitreolina philippi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Hydrobia acuta	Hydrobia neglecta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Peringia ulvae	Hydrobia ulvae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Hyala vitrea	Onoba vitrea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Lacuna crassior	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Lacuna pallidula	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Lacuna parva	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Lacuna vincta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Littorina fabalis	Littorina mariae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Littorina littorea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Littorina obtusata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Littorina saxatilis	Littorina tenebrosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Melarhaphe neritoides	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Amauropsis islandica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Cryptonatica affinis	Lunatia clausa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Euspira catena	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Euspira montagui	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Euspira nitida	Lunatia alderi	 Euspira pulchella	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Euspira pallida	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Alvania jeffreysi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Alvania punctura	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Alvania testae	Alvania abyssicola	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Crisilla semistriata	Cingula semistriata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Obtusella intersecta	Obtusella alderi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Onoba aculeus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Onoba semicostata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Pseudosetia turgida	Cingula turgida	 Setia turgida	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Pusillina inconspicua	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Pusillina sarsii	Rissoa albella	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Rissoa membranacea	Rissoa labiosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Rissoa parva	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Rissoa violacea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Trivia arctica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Lamellaria perspicua	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Velutina plicatilis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Velutina velutina	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Buccinum undatum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Liomesus ovum	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Neptunea antiqua	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Troschelia berniciensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Admete viridula	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Colus gracilis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Colus jeffreysianus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Colus sabini	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Turrisipho moebii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Bela nebula	Mangelia nebula	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Curtitoma trevelliana	Oenopota trevelliana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Mangelia attenuata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Mangelia costata	Mangelia coarctata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Propebela turricula	Oenopota turricola	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Sorgenfreispira brachystoma	Bela brachystoma	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Boreotrophon clathratus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Boreotrophon truncatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Nucella lapillus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Ocenebra erinaceus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Ocinebrellus inornatus	Pteropurpura inornata	 Ceratostoma inornatum	 Ocenebra japonica	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Trophonopsis barvicensis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Trophonopsis muricata	Raphitoma asperrima	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Tritia incrassata	Hinia incrassata	 Nassarius incrassatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Tritia pygmaea	Hinia pygmaea	 Nassarius pygmaeus	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Tritia reticulata	Hinia reticulata	 Nassarius reticulatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Raphitoma leufroyi	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Raphitoma linearis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Taranis moerchii	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Aegires punctilucens	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Aeolidia filomenae	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Aeolidia papillosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Aeolidiella glauca	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Armina loveni	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Cadlina laevis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Diaphorodoris luteocincta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Borealea nobilis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Coryphella verrucosa	Flabellina verrucosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Fjordia browni	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Fjordia lineata	Coryphella lineata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Microchlamylla gracilis	Coryphella gracilis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Cuthonella concinna	Cuthona concinna	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Cuthona nana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Cuthona suecica	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Dendronotus europaeus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Dendronotus frondosus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Dendronotus lacteus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Dendronotus robustus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Geitodoris planata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Jorunna tomentosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Doris pseudoargus	Archidoris pseudoargus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Doto coronata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Doto cuspidata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Doto fragilis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Doto millbayana	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Embletonia pulchra	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Eubranchus exiguus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Eubranchus farrani	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Eubranchus pallidus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Eubranchus rupium	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Eubranchus tricolor	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Eubranchus vittatus	Eubranchus cingulatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Facelina auriculata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Facelina bostoniensis	Facelina curta	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Facelina dubia	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Favorinus blianus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Favorinus branchialis	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Carronella pellucida	Coryphella pellucida	 Flabellina pellucida	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Edmundsella pedata	Coryphella pedata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Ancula gibbosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Goniodoris castanea	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Goniodoris nodosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Okenia aspersa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Hero formosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Janolus cristatus	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Acanthodoris pilosa	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Adalaria proxima	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Onchidoris bilamellata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Onchidoris muricata	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
Mollusca	Paracoryphella parva	Flabellina parva	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	-	
Mollusca	Limacia clavigera	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	x	x	
