Sample_ID	season	cluster	habitat	NO2NO3	NO2	NH3	PO4	Si	NO3	Chlorophyll	Latitude	Longitude	Salinity	Temperature	CTD_depth	d18O	SD_d18O	d12H	SD_d12H	sal_group	snch	Time	log_NO2NO3	log_NO2	log_NH3	log_PO4	log_Si	log_NO3	log_Chlorophyll	hab_uni	shc	log_DN	DN
autumn_3_sand	2C3SW	autumn	3	SW	0.925	0.165	0.05	0.215	10.7	0.76	3.322941941	55.98988942	8.12051726	32.06534178	14.95973206	95.33128738	-0.142023612	0.037792856	0.360009092	0.252938464	3	autumn_3_sand	23-09-19	-0.0779615414697118	-1.80180980508156	-2.99573227355399	-1.53711725085447	2.37024374146786	-0.27443684570176	1.20085051735705	sand	autumn_3_sand	-0.0253178079842898	0.975
autumn_4_rocks	2C4RW	autumn	4	RW	22.715	1.515	8.165	3.45	6.325	21.2	1.51173995	57.1265072	8.6208932	33.40662686	15.42676163	55.51147461	0.128320379	0.146190857	2.26428319	0.304041719	3	autumn_4_rocks	25-09-19	3.12302549921137	0.415415438961332	2.09985672642243	1.23837423104327	1.84451003461358	3.05400118167797	0.413261272224497	rocks	autumn_4_rocks	3.43010872515658	30.88
autumn_4_sand	2C4SW	autumn	4	SW	0.52	0.03	0.05	0.06	2.12	0.49	0.838152432	57.1264403	8.6151892	33.62559783	14.64233112	94.58866119	0.077405649	0.038504112	2.27527996	0.113090082	3	autumn_4_sand	25-09-19	-0.653926467406664	-3.50655789731998	-2.99573227355399	-2.81341071676004	0.751416088683921	-0.713349887877465	-0.176555295280473	sand	autumn_4_sand	-0.562118918153541	0.57
autumn_5_rocks	2C5RW	autumn	5	RW	4.23	0.59	10.055	0.625	4.305	3.64	0.715409818	57.14392	10.42871	33.36212882	14.11095619	105.4853439	0.147595241	0.055034535	2.362754271	0.234813685	3	autumn_5_rocks	26-09-19	1.44220199305819	-0.527632742082372	2.30807002322462	-0.470003629245736	1.45977713787969	1.29198368164865	-0.334899728460504	rocks	autumn_5_rocks	2.65921003568274	14.285
autumn_5_sand	2C5SW	autumn	5	SW	0.99	0.105	1.54	0.22	3.95	0.885	3.742063063	57.5921291	9.94725756	33.29591408	13.93986511	101.0954857	0.026590104	0.025812788	2.171976964	0.172818305	3	autumn_5_sand	26-09-19	-0.0100503358535015	-2.25379492882461	0.431782416425538	-1.51412773262978	1.37371557891303	-0.122167633974208	1.31963708046243	sand	autumn_5_sand	0.928219302739429	2.53
autumn_6_rocks	2C6RW	autumn	6	RW	3.835	0.15	1.62	0.395	9.94	3.685	2.275139136	57.338797	10.5260316	24.55660816	9.206731796	64.76974487	-1.545341465	0.028686815	-11.32623997	0.18044713	2	autumn_6_rocks	29-10-19	1.34416943481922	-1.89711998488588	0.482426149244293	-0.928869514081015	2.29656702066848	1.3042705256413	0.822041209214116	rocks	autumn_6_rocks	1.69653261928503	5.455
autumn_6_sand	2C6SW	autumn	6	SW	1.735	0.09	0.17	0.27	3.82	1.645	1.751237734	57.13986	10.42954	25.10060756	9.390329361	99.35560226	-1.947638941	0.076662898	-12.65957288	0.180789011	3	autumn_6_sand	29-10-19	0.551007413398823	-2.40794560865187	-1.77195684193188	-1.30933331998376	1.34025042261848	0.497740384217335	0.560322814504651	sand	autumn_6_sand	0.644482008578664	1.905
autumn_7_rocks	2C7RW	autumn	7	RW	0.945	0.04	0.05	0.165	4.105	0.905	0.808215209	57.3214171	11.1282307	25.79792948	10.57108021	33.94098282	-1.501947433	0.005549024	-10.54732237	0.080849758	3	autumn_7_rocks	28-10-19	-0.0565703514883944	-3.2188758248682	-2.99573227355399	-1.80180980508156	1.41220574290439	-0.0998203352822109	-0.212926908153035	rocks	autumn_7_rocks	-0.00501254182354429	0.995
autumn_7_sand	2C7SW	autumn	7	SW	0.615	0.005	0.05	0.175	4.04	0.615	2.305076359	57.32297997	11.13292171	26.11983898	11.07722187	102.8416634	-1.724088818	0.050679384	-11.64927726	0.193797231	3	autumn_7_sand	28-10-19	-0.486133011175619	-5.29831736654804	-2.99573227355399	-1.74296930505862	1.39624469197306	-0.486133011175619	0.835113803448714	sand	autumn_7_sand	-0.407968238326283	0.665
autumn_8_eelgrass	2C8EW	autumn	8	EW	1.38	0.225	3.345	0.975	15.285	1.155	2.679291646	57.05959471	9.87131989	25.91790358	17.43560982	106.8047523	-1.269868085	0.028428272	-8.462240108	0.029986664	3	autumn_8_eelgrass	03-09-19	0.322083499169113	-1.49165487677772	1.20746669358019	-0.0253178079842899	2.7268719553428	0.144100343973757	0.985552448392376	eelgrass	autumn_8_eelgrass	1.55286756094571	4.725
autumn_8_rocks	2C8RW	autumn	8	RW	2.075	0.31	6	2.915	31.34	1.765	7.746031921	57.0550982	9.8705184	25.6496519	18.14898682	35.94970703	-1.216779071	0.030492622	-8.603343783	0.093112119	3	autumn_8_rocks	03-09-19	0.729961153682662	-1.17118298150295	1.79175946922805	1.06986981980246	3.44489523692787	0.56815069038526	2.04718070204973	rocks	autumn_8_rocks	2.08877286910872	8.075
autumn_8_sand	2C8SW	autumn	8	SW	0.895	0.175	2.76	1.035	14.63	0.72	2.305076359	57.01030036	9.63479997	25.92457883	17.65885353	66.93477631	-1.244532404	0.071169282	-8.350226527	0.176831747	3	autumn_8_sand	03-09-19	-0.110931560707282	-1.74296930505862	1.01523067972906	0.0344014267173323	2.68307421503203	-0.328504066972036	0.835113803448714	sand	autumn_8_sand	1.29609609320174	3.655
autumn_9_eelgrass	2C9EW	autumn	9	EW	0.465	0.095	4.185	2.635	22.3	0.37	8.291712653	56.71051209	9.20700727	26.54163277	17.74905586	97.86863327	-1.23625277	0.009246621	-7.714424068	0.06647932	3	autumn_9_eelgrass	04-09-19	-0.765717873394781	-2.3538783873816	1.43150670394144	0.968883181993326	3.10458667846607	-0.994252273343867	2.11525654045162	eelgrass	autumn_9_eelgrass	1.53686721959926	4.65
autumn_9_rocks	2C9RW	autumn	9	RW	3.15	0.265	3.92	2.51	25.02	2.885	6.031452317	56.706257	9.2016147	26.46904128	17.84535027	29.6046257	-1.253805595	0.059355427	-8.042272772	0.154642383	3	autumn_9_rocks	04-09-19	1.14740245283754	-1.32802545299591	1.36609165380237	0.920282753143692	3.21967550503877	1.05952489996006	1.79698783033011	rocks	autumn_9_rocks	1.95586047990848	7.07
autumn_9_sand	2C9SW	autumn	9	SW	0.3	0.055	4.68	2.89	20.965	0.245	10.45300053	56.71280751	9.2091164	26.55463572	17.83140945	101.0923386	-1.03141462	0.026977151	-7.301311295	0.089034076	3	autumn_9_sand	04-09-19	-1.20397280432594	-2.90042209374967	1.54329810992956	1.06125650212434	3.04285438062273	-1.40649706843741	2.34688906925372	sand	autumn_9_sand	1.60542989103656	4.98
spring_10_eelgrass	C10EW	spring	10	EW	0.325	0.045	0.845	0.085	0.125	0.28	0.778837858	56.55391126	8.61017776	29.17519075	12.18181324	57.73611069	-0.917492878	0.025523845	-4.868764908	0.067457888	3	spring_10_eelgrass	15-05-19	-1.1239300966524	-3.10109278921182	-0.168418651624963	-2.46510402249182	-2.07944154167984	-1.27296567581289	-0.249952395982451	eelgrass	spring_10_eelgrass	0.157003748809665	1.17
spring_10_rocks	C10RW	spring	10	RW	0.74	0.09	1.89	0.125	0.44	0.65	1.303736124	56.55032935	8.61454023	29.35614481	13.30607605	32.46164322	-0.741205355	0.011729592	-4.527800844	0.046859008	3	spring_10_rocks	15-05-19	-0.301105092783922	-2.40794560865187	0.636576829071551	-2.07944154167984	-0.82098055206983	-0.430782916092454	0.265234084131432	rocks	spring_10_rocks	0.966983846189673	2.63
spring_10_sand	C10SW	spring	10	SW	0.15	0.02	0.775	0.07	0.13	0.13	1.341157653	56.55925617	8.61504498	29.02708831	13.50002003	50.75616837	-0.857712004	0.071957395	-5.050745728	0.153672921	3	spring_10_sand	15-05-19	-1.89711998488588	-3.91202300542815	-0.25489224962879	-2.65926003693278	-2.04022082852655	-2.04022082852655	0.293533161147854	sand	spring_10_sand	-0.0779615414697118	0.925
spring_11_rocks	C11RW	spring	11	RW	0.54	0.04	1.09	0.51	3.08	0.5	2.299035027	56.8039704	10.282349	22.83295137	13.0819788	33.41369629	-2.297894754	0.043890774	-16.92970057	0.055040894	2	spring_11_rocks	13-05-19	-0.616186139423817	-3.2188758248682	0.0861776962410524	-0.673344553263766	1.12492959698548	-0.693147180559945	0.832489481419658	rocks	spring_11_rocks	0.488580014818671	1.63
spring_11_sand	C11SW	spring	11	SW	0.08	0.01	0.42	0.135	3.19	0.07	1.31122043	56.79719521	10.28607025	22.83295137	13.0819788	33.41369629	-2.275472321	0.030793939	-16.98959738	0.110067252	2	spring_11_sand	13-05-19	-2.52572864430826	-4.60517018598809	-0.867500567704723	-2.00248050054371	1.16002091679675	-2.65926003693278	0.270958329473139	sand	spring_11_sand	-0.693147180559945	0.5
spring_12_rocks	C12RW	spring	12	RW	2.835	0.075	1.595	0.66	10.485	2.76	1.008854478	56.60978684	10.30299737	21.2563721067064	NA	NA	-2.634824785	0.018297541	-18.06957011	0.132914133	2	spring_12_rocks	02-05-19	1.04204193717972	-2.59026716544583	0.466873736236808	-0.415515443961666	2.34994566435388	1.01523067972906	0.00881550698605024	rocks	spring_12_rocks	1.48839958405704	4.43
spring_12_sand	C12SW	spring	12	SW	8.465	0.165	3	0.44	22.02	8.3	1.736328997	56.60705356	10.29712065	19.3391171939306	NA	NA	-3.471115591	0.020248457	-24.14410477	0.101005775	2	spring_12_sand	02-05-19	2.1359400155851	-1.80180980508156	1.09861228866811	-0.82098055206983	3.09195113129453	2.11625551480255	0.551773112683494	sand	spring_12_sand	2.43929891630987	11.465
spring_13_rocks	C13RW	spring	13	RW	1.69	0.005	0.75	0.005	4.615	1.69	0.411606879	56.44552427	10.95986495	12.8178192486999	NA	NA	-4.354889195	0.024460172	-32.81653039	0.101324726	1	spring_13_rocks	01-05-19	0.524728528934982	-5.29831736654804	-0.287682072451781	-5.29831736654804	1.52931186795482	0.524728528934982	-0.887686562333912	rocks	spring_13_rocks	0.89199803930511	2.44
spring_13_sand	C13SW	spring	13	SW	0.74	0.005	0.255	0.005	3.345	0.745	0.069633981	56.44816462	10.95508786	18.0839326973109	NA	NA	-4.617627352	0.027914154	-33.88548876	0.090185919	2	spring_13_sand	01-05-19	-0.301105092783922	-5.29831736654804	-1.36649173382371	-5.29831736654804	1.20746669358019	-0.294371060602578	-2.66450259802998	sand	spring_13_sand	-0.00501254182354429	0.995
spring_14_rocks	C14RW	spring	14	RW	0.475	0.015	0.685	0.04	1.17	0.46	1.218415039	56.1388617	10.219473	21.70366803	11.44521809	50.59261322	-2.464579165	0.01554027	-18.89814263	0.083729127	2	spring_14_rocks	27-05-19	-0.744440474947496	-4.19970507787993	-0.378336440719912	-3.2188758248682	0.157003748809665	-0.776528789498996	0.19755086575967	rocks	spring_14_rocks	0.148420005118273	1.16
spring_14_sand	C14SW	spring	14	SW	0.31	0.005	0.63	0.005	3.35	0.32	0.752801409	56.12285239	10.22345435	19.25923994	12.69237804	102.5702477	-2.92967978	0.038187258	-22.46017255	0.117667328	2	spring_14_sand	27-05-19	-1.17118298150295	-5.29831736654804	-0.462035459596559	-5.29831736654804	1.20896034583698	-1.13943428318836	-0.283953819033654	sand	spring_14_sand	-0.0618754037180875	0.94
spring_15_rocks	C15RW	spring	15	RW	35.675	1.045	5.04	0.645	24.435	34.63	0.493934242	55.7030775	9.6995034	18.19393525	13.46554661	44.46077347	-5.017839449	0.030083218	-34.57596281	0.097938756	2	spring_15_rocks	20-05-19	3.5744501633629	0.0440168854167743	1.61740608208328	-0.438504962186365	3.19601653072212	3.54472035841433	-0.705352884014908	rocks	spring_15_rocks	3.70659657491909	40.715
spring_15_sand	C15SW	spring	15	SW	0.89	0.005	0.77	0.06	1.725	0.92	1.082200674	55.70038092	9.710981	18.18218301	12.70506668	98.28891754	-3.309871917	0.02403123	-24.79215496	0.074771652	2	spring_15_sand	20-05-19	-0.116533816255952	-5.29831736654804	-0.261364764134408	-2.81341071676004	0.545227050483323	-0.083381608939051	0.0789966290317004	sand	spring_15_sand	0.506817602368452	1.66
spring_16_eelgrass	C16EW	spring	16	EW	0.075	0.005	0.395	0.045	3.715	0.09	1.631548716	55.5021309	10.61310246	16.94203769	13.71061802	100.9374619	-3.706661807	0.048960188	-27.50640513	0.131739769	2	spring_16_eelgrass	23-05-19	-2.59026716544583	-5.29831736654804	-0.928869514081015	-3.10109278921182	1.31237867816972	-2.40794560865187	0.489529696243818	eelgrass	spring_16_eelgrass	-0.755022584278033	0.47
spring_16_rocks	C16RW	spring	16	RW	0.2	0.005	0.59	0.075	3.94	0.195	1.796203443	55.48628704	10.59840165	16.98427279	14.59406948	99.56054688	-3.28016197	0.031746916	-25.61858096	0.081612907	2	spring_16_rocks	23-05-19	-1.6094379124341	-5.29831736654804	-0.527632742082372	-2.59026716544583	1.37118072330984	-1.63475572041839	0.585675239077282	rocks	spring_16_rocks	-0.23572233352107	0.79
spring_16_sand	C16SW	spring	16	SW	0.19	0.005	0.495	0.245	3.565	0.195	1.411510127	55.49418168	10.61822206	17.26333706	15.23068142	68.99681091	-3.557180626	0.019002631	-26.26950313	0.095392697	2	spring_16_sand	23-05-19	-1.66073120682165	-5.29831736654804	-0.703197516413447	-1.40649706843741	1.27116405386626	-1.63475572041839	0.34466014332258	sand	spring_16_sand	-0.378336440719912	0.685
spring_17_eelgrass	C17EW	spring	17	EW	0.215	0.005	0.505	0.16	0.325	0.21	1.990683127	55.48243617	9.71511814	16.28787947	11.91833305	58.78868103	-3.857231923	0.00680441	-28.768618	0.04348678	2	spring_17_eelgrass	22-05-19	-1.53711725085447	-5.29831736654804	-0.683196849706777	-1.83258146374831	-1.1239300966524	-1.56064774826467	0.688477859728835	eelgrass	spring_17_eelgrass	-0.328504066972036	0.72
spring_17_rocks	C17RW	spring	17	RW	0.33	0.03	0.905	0.145	0.585	0.3	1.878418541	55.48988732	9.72807937	16.3566822	11.97326851	101.6763687	-3.927319788	0.022853884	-29.08064101	0.032174524	2	spring_17_rocks	22-05-19	-1.10866262452161	-3.50655789731998	-0.0998203352822109	-1.93102153656156	-0.536143431750281	-1.20397280432594	0.630430221237508	rocks	spring_17_rocks	0.211070970079941	1.235
spring_17_sand	C17SW	spring	17	SW	1.135	0.005	0.64	0.13	0.315	1.14	1.848481318	55.4722045	9.72438389	16.08510363	12.16158581	43.98508072	-3.905805058	0.040741461	-29.16901257	0.047598144	2	spring_17_sand	22-05-19	0.126632650933366	-5.29831736654804	-0.446287102628419	-2.04022082852655	-1.1551826401565	0.131028262406404	0.614364392770581	sand	spring_17_sand	0.573800422927379	1.775
spring_18_rocks	C18RW	spring	18	RW	0.335	0.005	0.425	0.13	4.64	0.33	1.945889557	55.11464713	9.50277209	15.54079582	17.09177399	36.31877899	-4.092904019	0.014678783	-30.11941889	0.030755487	2	spring_18_rocks	21-05-19	-1.09362474715707	-5.29831736654804	-0.85566611005772	-2.04022082852655	1.53471436623816	-1.10866262452161	0.665719228299193	rocks	spring_18_rocks	-0.27443684570176	0.76
spring_18_sand	C18SW	spring	18	SW	1.635	0.08	0.76	0.385	13.99	1.555	1.781234831	55.11825552	9.4882245	14.99475114	16.61330795	99.45363998	-4.176224103	0.024951286	-30.56502332	0.032488459	1	spring_18_sand	21-05-19	0.491642804349217	-2.52572864430826	-0.27443684570176	-0.954511944694353	2.63834278867739	0.441475545631197	0.577306849068738	sand	spring_18_sand	0.873383230862879	2.395
spring_19_eelgrass	C19EW	spring	19	EW	0.18	0.005	0.29	0.265	0.05	0.18	1.915952334	55.04167237	10.25488398	15.34406208	13.51083565	100.3512383	-3.880821135	0.019177243	-29.89983125	0.058892275	2	spring_19_eelgrass	28-05-19	-1.71479842809193	-5.29831736654804	-1.23787435600162	-1.32802545299591	-2.99573227355399	-1.71479842809193	0.650214801368646	eelgrass	spring_19_eelgrass	-0.755022584278033	0.47
spring_19_rocks	C19RW	spring	19	RW	0.475	0.03	0.46	0.1	0.115	0.445	1.312717291	55.04015914	10.25435219	15.37561768	13.98300552	100.1402855	-3.858238105	0.028987354	-29.68655647	0.062138555	2	spring_19_rocks	28-05-19	-0.744440474947496	-3.50655789731998	-0.776528789498996	-2.30258509299405	-2.16282315061889	-0.809680996815897	0.272099256828536	rocks	spring_19_rocks	-0.06720874969345	0.935
spring_19_sand	C19SW	spring	19	SW	0.115	0.015	1.165	0.34	0.05	0.1	1.071722646	55.06489033	10.21874036	15.54664499	12.92238522	65.92674255	-4.019235865	0.02027108	-29.84436306	0.051455806	2	spring_19_sand	28-05-19	-2.16282315061889	-4.19970507787993	0.152721087017664	-1.07880966137193	-2.99573227355399	-2.30258509299405	0.0692673034270616	sand	spring_19_sand	0.246860077931526	1.28
spring_1_rocks	C1RW	spring	1	RW	6.34	0.5	4.205	0.6	3.695	5.84	2.993602551	55.4464839	8.4066144	28.75403949	20.05633736	100.9875298	-0.538851129	0.055450879	-3.420519775	0.10419293	3	spring_1_rocks	18-06-19	1.84687876844913	-0.693147180559945	1.43627429342491	-0.510825623765991	1.30698055440017	1.76473079684014	1.09647752868858	rocks	spring_1_rocks	2.35565181393074	10.545
spring_1_sand	C1SW	spring	1	SW	1.1	0.115	2.895	0.26	2.885	0.985	1.930831134	55.46983904	8.31535033	30.35023057	18.27405739	106.3819885	-0.282769637	0.066063522	-1.832532129	0.072687765	3	spring_1_sand	18-06-19	0.0953101798043249	-2.16282315061889	1.06298511102496	-1.34707364796661	1.05952489996006	-0.0151136378100482	0.657950549596508	sand	spring_1_sand	1.38504357921824	3.995
spring_20_eelgrass	C20EW	spring	20	EW	0.2	0.01	0.255	0.155	1.025	0.19	0.544812553	54.8791064	11.01524311	11.89946707	13.07558823	102.418232	-4.714744849	0.023338095	-35.85454326	0.040178352	1	spring_20_eelgrass	29-05-19	-1.6094379124341	-4.60517018598809	-1.36649173382371	-1.86433016206289	0.0246926125903714	-1.66073120682165	-0.607313482929172	eelgrass	spring_20_eelgrass	-0.787457860031187	0.455
spring_20_rocks	C20RW	spring	20	RW	0.29	0.015	0.05	0.285	0.35	0.275	2.514681826	54.8803404	11.0176403	10.87760922	16.84225082	23.26211929	-4.964443929	0.006685806	-37.57039803	0.052715905	1	spring_20_rocks	29-05-19	-1.23787435600162	-4.19970507787993	-2.99573227355399	-1.25526609871349	-1.04982212449868	-1.29098418131557	0.92214628501179	rocks	spring_20_rocks	-1.07880966137193	0.34
spring_20_sand	C20SW	spring	20	SW	0.25	0.005	0.535	0.11	0.645	0.245	0.640626635	54.88502254	11.01350353	11.53804626	13.54700756	104.3223381	-5.113821606	0.02251592	-37.88706364	0.041257323	1	spring_20_sand	29-05-19	-1.38629436111989	-5.29831736654804	-0.62548853208613	-2.20727491318972	-0.438504962186365	-1.40649706843741	-0.445308464463499	sand	spring_20_sand	-0.242071561199729	0.785
spring_21_eelgrass	C21EW	spring	21	EW	0.175	0.01	0.265	0.005	1.44	0.165	0.143653765	54.91905585	11.49217673	12.03899007	12.9380064	101.3591766	-5.02279716	0.033063575	-36.91272585	0.052045173	1	spring_21_eelgrass	30-05-19	-1.74296930505862	-4.60517018598809	-1.32802545299591	-5.29831736654804	0.364643113587909	-1.80180980508156	-1.94034928436323	eelgrass	spring_21_eelgrass	-0.82098055206983	0.44
spring_21_rocks	C21RW	spring	21	RW	0.86	0.045	1.3	0.355	4.15	0.815	0.547806275	54.8378707	11.4936118	12.4746108	14.64352894	23.04973602	-4.525508948	0.013266499	-33.70015156	0.074273593	1	spring_21_rocks	30-05-19	-0.150822889734584	-3.10109278921182	0.262364264467491	-1.03563748950672	1.42310833424261	-0.204567165741274	-0.601833567308215	rocks	spring_21_rocks	0.770108221696074	2.16
spring_21_sand	C21SW	spring	21	SW	0.1	0.005	0.37	0.07	2.325	0.095	0.187062738	54.84748884	11.47969321	12.63206979	13.81730556	107.0721626	-4.206049735	0.010222524	-32.91581313	0.045120579	1	spring_21_sand	30-05-19	-2.30258509299405	-5.29831736654804	-0.994252273343867	-2.65926003693278	0.84372003903932	-2.3538783873816	-1.67631122106799	sand	spring_21_sand	-0.755022584278033	0.47
spring_23_rocks	C23RW	spring	23	RW	0.17	0.01	0.065	0.37	2.735	0.16	4.400726875	54.955125	12.4624129	8.433276394	17.10715294	49.64389801	-5.86235839	0.016931233	-43.71657452	0.038259204	1	spring_23_rocks	27-06-19	-1.77195684193188	-4.60517018598809	-2.7333680090865	-0.994252273343867	1.00613143587394	-1.83258146374831	1.48176972614402	rocks	spring_23_rocks	-1.44816976483798	0.235
spring_23_sand	C23SW	spring	23	SW	0.265	0.065	0.08	0.245	8.255	0.2	1.246840432	54.95019802	12.47570698	8.7281692	13.1826601	89.25056458	-5.96653704	0.013416408	-44.01176281	0.033386624	1	spring_23_sand	27-06-19	-1.32802545299591	-2.7333680090865	-2.52572864430826	-1.40649706843741	2.11081907737209	-1.6094379124341	0.220612697002509	sand	spring_23_sand	-1.06421086195078	0.345
spring_24_eelgrass	C24EW	spring	24	EW	0.2	0.015	0.105	0.625	11.805	0.185	3.05355184	55.13308773	12.08769028	9.535089381	23.0759697	78.77845764	-5.313504319	0.017955965	-40.2276881	0.070136058	1	spring_24_eelgrass	26-06-19	-1.6094379124341	-4.19970507787993	-2.25379492882461	-0.470003629245736	2.46852317053748	-1.68739945390381	1.11630545077617	eelgrass	spring_24_eelgrass	-1.18744350237473	0.305
spring_24_rocks	C24RW	spring	24	RW	0.6	0.045	1.325	1.14	20.76	0.555	10.97880295	55.1701609	12.0908908	9.733554073	28.86234474	24.05424118	-4.821752051	0.020141996	-36.62985102	0.060041652	1	spring_24_rocks	26-06-19	-0.510825623765991	-3.10109278921182	0.281412459438185	0.131028262406404	3.03302805829769	-0.588787165235702	2.39596640919099	rocks	spring_24_rocks	0.654925967739747	1.925
spring_24_sand	C24SW	spring	24	SW	0.09	0.015	0.05	0.785	15.315	0.075	3.861856861	55.135901	12.10739352	9.347527988	23.26045227	69.57788467	-5.075224172	0.029181044	-38.58167031	0.090439667	1	spring_24_sand	26-06-19	-2.40794560865187	-4.19970507787993	-2.99573227355399	-0.242071561199729	2.72883274028474	-2.59026716544583	1.35114811988082	sand	spring_24_sand	-1.96611285637283	0.14
spring_25_eelgrass	C25EW	spring	25	EW	0.175	0.005	0.16	0.16	5.35	0.19	0.621047691	55.56489727	12.28239716	10.81097971	15.56078339	98.34327698	-5.405256521	0.022310685	-40.0101845	0.061673333	1	spring_25_eelgrass	04-06-19	-1.74296930505862	-5.29831736654804	-1.83258146374831	-1.83258146374831	1.67709656090792	-1.66073120682165	-0.476347402895955	eelgrass	spring_25_eelgrass	-1.09362474715707	0.335
spring_25_rocks	C25RW	spring	25	RW	1.41	0.155	2.32	0.76	4.075	1.255	0.674186262	55.56748637	12.28656134	11.06717261	15.97712803	30.397892	-5.427363711	0.01948076	-39.89870518	0.08973238	1	spring_25_rocks	04-06-19	0.343589704390077	-1.86433016206289	0.841567185678219	-0.27443684570176	1.40487074669283	0.227135572583747	-0.394248853132592	rocks	spring_25_rocks	1.31640823365572	3.73
spring_25_sand	C25SW	spring	25	SW	0.375	0.005	0.115	0.17	3.53	0.37	0.285750793	55.56931596	12.28888679	11.03499632	15.905406	107.7580452	-5.263704517	0.023676289	-39.48708153	0.031107877	1	spring_25_sand	04-06-19	-0.980829253011726	-5.29831736654804	-2.16282315061889	-1.77195684193188	1.26129787094521	-0.994252273343867	-1.25263520115796	sand	spring_25_sand	-0.713349887877465	0.49
spring_26_eelgrass	C26EW	spring	26	EW	0.155	0.005	0.085	0.14	5.86	0.15	0.51487533	55.74929873	12.59476462	9.755808409	15.062994	106.0149193	-5.488570929	0.018821973	-41.04299294	0.018506756	1	spring_26_eelgrass	10-06-19	-1.86433016206289	-5.29831736654804	-2.46510402249182	-1.96611285637283	1.76814960358892	-1.89711998488588	-0.663830485293833	eelgrass	spring_26_eelgrass	-1.42711635564015	0.24
spring_26_rocks	C26RW	spring	26	RW	0.67	0.04	0.645	0.195	4.875	0.63	0.435541689	55.75903234	12.60278652	9.595072972	14.94655704	98.50435257	-5.385624017	0.020412415	-40.85152845	0.07281964	1	spring_26_rocks	10-06-19	-0.400477566597125	-3.2188758248682	-0.438504962186365	-1.63475572041839	1.58412010444981	-0.462035459596559	-0.831164760520231	rocks	spring_26_rocks	0.273836665629728	1.315
spring_26_sand	C26SW	spring	26	SW	0.095	0.005	0.095	0.165	5.62	0.11	0.516372191	55.75146986	12.59356584	9.743237106	15.15858269	94.32621002	-5.569575631	0.026932632	-41.58955823	0.071993518	1	spring_26_sand	10-06-19	-2.3538783873816	-5.29831736654804	-2.3538783873816	-1.80180980508156	1.7263316639056	-2.20727491318972	-0.660927473125078	sand	spring_26_sand	-1.66073120682165	0.19
spring_27_eelgrass	C27EW	spring	27	EW	0.29	0.015	0.38	0.145	5	0.275	0.601693276	56.04229589	12.61937113	14.09675687	16.66413498	98.55337143	-4.563779735	0.02228602	-33.8809145	0.084651442	1	spring_27_eelgrass	06-06-19	-1.23787435600162	-4.19970507787993	-0.967584026261706	-1.93102153656156	1.6094379124341	-1.29098418131557	-0.508007471822427	eelgrass	spring_27_eelgrass	-0.400477566597125	0.67
spring_27_rocks	C27RW	spring	27	RW	0.15	0.01	1.355	0.405	3.44	0.14	1.360601879	56.0411843	12.6181348	14.69614432	19.20914268	23.52437973	-4.377451647	0.023201293	-32.59756286	0.036249138	1	spring_27_rocks	06-06-19	-1.89711998488588	-4.60517018598809	0.303801454331664	-0.903868211875598	1.23547147138531	-1.96611285637283	0.307927159936248	rocks	spring_27_rocks	0.408792898200839	1.505
spring_27_sand	C27SW	spring	27	SW	0.41	0.005	0.215	0.11	4.705	0.42	0.56726547	56.04450606	12.60919503	15.65692675	15.92436028	100.0386238	-4.199751396	0.009924717	-31.09371907	0.039026487	2	spring_27_sand	06-06-19	-0.891598119283784	-5.29831736654804	-1.53711725085447	-2.20727491318972	1.54862577303734	-0.867500567704723	-0.5669278837681	sand	spring_27_sand	-0.470003629245736	0.625
spring_28_eelgrass	C28EW	spring	28	EW	0.245	0.04	0.83	0.11	1.79	0.205	1.409998297	55.95139329	11.8471504	17.92607826	15.70296288	99.2937088	-3.526780137	0.080548122	-25.84771721	0.118616047	2	spring_28_eelgrass	05-06-19	-1.40649706843741	-3.2188758248682	-0.186329578191493	-2.20727491318972	0.582215619852664	-1.58474529984373	0.343588496587929	eelgrass	spring_28_eelgrass	0.0723206615796261	1.075
spring_28_rocks	C28RW	spring	28	RW	0.7	0.04	5.345	0.165	1.2	0.66	0.709467279	55.96726649	11.8442571	18.01964237	16.07995796	100.8275032	-3.542542531	0.061303888	-26.06938399	0.095281163	2	spring_28_rocks	05-06-19	-0.356674943938732	-3.2188758248682	1.67616154447701	-1.80180980508156	0.182321556793955	-0.415515443961666	-0.34324090183876	rocks	spring_28_rocks	1.79923148406676	6.045
spring_28_sand	C28SW	spring	28	SW	0.34	0.015	3.12	0.065	1.165	0.325	0.496912996	55.96898158	11.84613189	17.90192191	15.15605164	101.358223	-3.381633377	0.019498718	-25.73633007	0.073645774	2	spring_28_sand	05-06-19	-1.07880966137193	-4.19970507787993	1.13783300182139	-2.7333680090865	0.152721087017664	-1.1239300966524	-0.69934032656011	sand	spring_28_sand	1.24126858906963	3.46
spring_29_eelgrass	C29EW	spring	29	EW	0.195	0.04	0.8	1.82	18.75	0.155	0.81424756	55.68531813	12.07090738	13.23808361	17.19640732	114.4195557	-3.824975086	0.022636254	-28.82481615	0.052426774	1	spring_29_eelgrass	03-06-19	-1.63475572041839	-3.2188758248682	-0.22314355131421	0.598836501088704	2.93119375241642	-1.86433016206289	-0.205490831452943	eelgrass	spring_29_eelgrass	-0.00501254182354418	0.995
