cube_d14N_15N	d12C_13C	log_N	log_C	log_CN_ratio	log_NP_ratio	Dry_matter	Grain_size	Water_content	log_Organic_content	log_Inorganic_content	log_TP	Organic_content	Inorganic_content	C	N	log_PO4	log_Si	log_Chlorophyll	Salinity	Temperature	log_NO2	log_NO3	log_NH3	log_DN	Time	Latitude	Longitude	NO2	NO3	NH3	DN	PO4	Si	season	habitat	sal_group	cluster
autumn_3_sand	2348.83510912687	-26.08858892	4.49873946179762	5.57890270866853	1.23431392667304	6.46323548145942	0.818987851666667	2	0.33644064	-5.28797310348815	-5.38587642161142	-1.96449601966181	0.00505396766666667	0.004581293	266.368688733333	91.1152505433333	-1.53711725085447	2.37024374146786	1.20085051735705	32.06534178	14.95973206	-1.80180980508156	-0.27443684570176	-2.99573227355399	-0.0253178079842898	23-09-19	55.98988942	8.12051726	0.165	0.76	0.05	0.975	0.215	10.7	autumn	sand	3	3
autumn_30_eelgrass	24137.1605308813	-19.0904836066667	5.31328148560829	7.75983167710171	2.60070087132632	6.04977739029048	0.791521051	2.33333333333333	0.374026363666667	-4.93778900352753	-5.76426059414402	-0.736495904682193	0.00730213666666667	0.00315194466666667	2429.06428866667	211.347749233333	-1.56064774826467	0.579418415231602	-0.214984808307432	20.59974741	11.36923409	-5.29831736654804	-1.07880966137193	0.0815799869924228	0.347129531095201	09-10-19	55.75904756	11.31756065	0.005	0.34	1.085	1.415	0.21	1.785	autumn	eelgrass	2	30
autumn_30_rocks	24268.6007876376	-20.5015932533333	5.98412833826726	8.17466275097555	2.3446850924701	6.38061733872085	0.726654286333333	1	0.478861118666667	-4.30823264411532	-5.3127064086105	-0.396489000453598	0.0136432276666667	0.00493410933333333	3665.82614666667	405.6208836	-1.34707364796661	0.715397789494765	0.26620952044715	20.59251327	12.26506233	-5.29831736654804	-0.994252273343867	-0.579818495252942	-0.0779615414697118	09-10-19	55.75466545	11.32239182	0.005	0.37	0.56	0.925	0.26	2.045	autumn	rocks	2	30
autumn_30_sand	20263.6502753094	-26.01379318	4.35554667391852	6.84432284648445	2.64292685242589	4.35816102615714	0.807925079333333	2	0.338020740666667	-5.46600666310223	-5.81026817206192	-0.00261435223861553	0.00434915866666667	0.00334313466666667	959.530287533333	78.3641939766667	-1.49165487677772	0.388657989791783	0.309971341519484	20.57601437	11.32012463	-5.29831736654804	-1.36649173382371	1.72988406550997	1.7732559976635	09-10-19	55.75885483	11.34937786	0.005	0.255	5.64	5.89	0.225	1.475	autumn	sand	2	30
autumn_31_eelgrass	24076.7408153473	-24.22984234	4.91044947011803	7.2516138449791	2.49531505449779	6.13403453266658	0.801112999666667	2	0.366102564	-4.97676481169665	-5.97093020707332	-1.22358506254855	0.00690005	0.00255298766666667	1418.97756	135.8443964	-2.25379492882461	1.57173604525009	0.626377890974247	14.62589578	12.06023502	-5.29831736654804	-1.02165124753198	-0.400477566597125	0	08-10-19	55.34659324	11.10107746	0.005	0.36	0.67	1	0.105	4.815	autumn	eelgrass	1	31
autumn_31_rocks	26551.6060958116	-31.27509348	4.45966987558968	7.30349678023954	2.9979775841446	5.39852564649063	0.846492553333333	3	0.288431212333333	-4.4417457282534	-3.05208083427403	-0.93885577090095	0.01201028	0.0490545506666667	1524.16131633333	105.194933333333	-2.25379492882461	1.66581824587021	0.885691554181703	13.91311981	12.43216896	-5.29831736654804	-0.606969484318893	0.194744076792512	0.551007413398823	08-10-19	55.32808218	11.12842404	0.005	0.545	1.215	1.735	0.105	5.29	autumn	rocks	1	31
autumn_31_sand	17548.0303260102	-29.1094307633333	3.47379594178878	6.54911578387249	3.22947052182194	5.16187848492869	0.809705877666667	2	0.347853636333333	-5.48232421320048	-5.57590082353826	-1.68808254313991	0.00416410866666667	0.003807555	698.672735033333	32.48109522	-2.16282315061889	1.67896397508271	0.774816657096447	14.54016914	12.47414112	-5.29831736654804	-0.928869514081015	-0.378336440719912	0.05354076692803	08-10-19	55.3475465	11.10117661	0.005	0.395	0.685	1.055	0.115	5.36	autumn	sand	1	31
autumn_32_rocks	18507.0052458576	-24.5960132366667	4.45714314983628	6.699891677869	2.39689920761438	5.66269045988196	0.80932127	3	0.348309166666667	-5.37523266970018	-6.21900759143615	-1.20554731004568	0.00476634166666667	0.002617761	877.0573782	94.5267137533333	-1.96611285637283	2.13001582764277	1.25344862594999	7.773209631	12.97750854	-5.29831736654804	-1.58474529984373	-0.281037529733112	-0.06720874969345	14-10-19	55.2521937	14.8263621	0.005	0.205	0.755	0.935	0.14	8.415	autumn	rocks	1	32
autumn_32_sand	13386.9575585448	-30.9723928566667	NA	5.62844818892641	NA	NA	0.830365214333333	3	0.321658333333333	-5.85216005807549	-6.55755644927052	-1.61966045900473	0.00288926166666667	0.001427493	278.235638066667	NA	-1.63475572041839	2.26954523891585	0.585550228719767	7.764268105	12.98147392	-5.29831736654804	-1.04982212449868	-0.723606388044654	-0.198450938723838	14-10-19	55.2571398	14.8194941	0.005	0.35	0.485	0.82	0.195	9.675	autumn	sand	1	32
autumn_33_rocks	18453.0970818923	-25.83488951	3.82040154910023	6.51862312459715	2.85237225528534	4.17718957687887	0.842135640666667	3	0.299106060333333	-5.04962109928167	-5.65729629324371	-0.356788027778638	0.00646484166666667	0.003606415	689.521620033333	46.57225374	-1.63475572041839	2.30258509299405	1.38912370848903	7.642738844	13.25653839	-2.07944154167984	1.65727524184826	-0.891598119283784	1.75440368268429	15-10-19	55.02243003	14.90372037	0.125	5.245	0.41	5.78	0.195	10	autumn	rocks	1	33
autumn_33_sand	13559.1123661306	-24.8057467233333	3.79888222905474	6.40557966668798	2.76084811731011	4.21149692425836	0.795427455666667	2	0.359883333333333	-5.19037525621727	-6.88470074277258	-0.412614695203618	0.005574246	0.001023826	605.251465533333	44.9031680333333	-1.74296930505862	2.3345681388471	NA	7.713237434	12.58662796	-3.10109278921182	0.340037302785709	-0.229413164327805	0.808705521194218	15-10-19	55.02055438	14.91194958	0.045	1.405	0.795	2.245	0.175	10.325	autumn	sand	1	33
autumn_4_rocks	207.983249938567	-24.3063241333333	4.71641494345766	5.38628720939652	0.824022945663217	6.5062478726104	0.824864569	2	0.320564292666667	-5.42246441236442	-5.3038566038831	-1.78983292915274	0.004421563	0.00501394866666667	218.714716733333	115.504252166667	1.23837423104327	1.84451003461358	0.413261272224497	33.40662686	15.42676163	0.415415438961332	3.05400118167797	2.09985672642243	3.43010872515658	25-09-19	57.1265072	8.6208932	1.515	21.2	8.165	30.88	3.45	6.325	autumn	rocks	3	4
autumn_4_sand	413.403232509577	-25.58655999	4.07929647878986	5.16648442826848	1.24133862939314	5.50234248025452	0.800474614333333	2	0.365882222333333	-5.30712279012594	-5.20466901127303	-1.42304600146466	0.00498188966666667	0.005517771	175.793049166667	59.63476327	-2.81341071676004	0.751416088683921	-0.176555295280473	33.62559783	14.64233112	-3.50655789731998	-0.713349887877465	-2.99573227355399	-0.562118918153541	25-09-19	57.1264403	8.6151892	0.03	0.49	0.05	0.57	0.06	2.12	autumn	sand	3	4
autumn_5_rocks	5441.48657370353	-30.91341435	5.65770090071504	6.06396051375589	0.560410292826897	7.1971590475212	0.822111811	2	0.516246	-5.14909341376832	-5.05345303784881	-1.53945814680616	0.005821344	0.00645030333333333	436.423383566667	294.675603533333	-0.470003629245736	1.45977713787969	-0.334899728460504	33.36212882	14.11095619	-0.527632742082372	1.29198368164865	2.30807002322462	2.65921003568274	26-09-19	57.14392	10.42871	0.59	3.64	10.055	14.285	0.625	4.305	autumn	rocks	3	5
autumn_5_sand	6681.32911899571	-27.0219708466667	6.39719838976071	5.99214823649163	-0.250899473763903	7.17978663585238	0.830669020333333	2	0.315220317333333	-5.0386377287641	-4.8982300335871	-0.782588246091663	0.006490103	0.00746674	402.226655066667	604.394720233333	-1.51412773262978	1.37371557891303	1.31963708046243	33.29591408	13.93986511	-2.25379492882461	-0.122167633974208	0.431782416425538	0.928219302739429	26-09-19	57.5921291	9.94725756	0.105	0.885	1.54	2.53	0.22	3.95	autumn	sand	3	5
autumn_6_rocks	16065.0869536334	-25.4379871266667	5.49651733101717	7.02634176847309	1.68397511743234	6.9970689998111	0.829992024666667	2	0.31296873	-5.16921832695081	-5.13321142650791	-1.50055166879393	0.005813889	0.00634492866666667	1150.99868343333	257.0524009	-0.928869514081015	2.29656702066848	0.822041209214116	24.55660816	9.206731796	-1.89711998488588	1.3042705256413	0.482426149244293	1.69653261928503	29-10-19	57.338797	10.5260316	0.15	3.685	1.62	5.455	0.395	9.94	autumn	rocks	2	6
autumn_6_sand	6048.48608613563	-22.7547937533333	5.79423878731444	6.46605666779342	0.825968560242353	6.67406716885639	0.826177361	2	0.309062573	-5.53652978738915	-5.74561470727072	-0.879828381541949	0.00394019466666667	0.00320279	643.5112267	330.168520833333	-1.30933331998376	1.34025042261848	0.560322814504651	25.10060756	9.390329361	-2.40794560865187	0.497740384217335	-1.77195684193188	0.644482008578664	29-10-19	57.13986	10.42954	0.09	1.645	0.17	1.905	0.27	3.82	autumn	sand	3	6
autumn_7_rocks	695.295683861608	-25.84911658	6.05640169851477	6.21652074761043	0.31426972906196	7.24337609526425	0.844042574333333	2	0.289978586	-5.59759042674948	-5.48369597078166	-1.18697439674948	0.00372358433333333	0.00416730933333333	510.463693533333	430.680056433333	-1.80180980508156	1.41220574290439	-0.212926908153035	25.79792948	10.57108021	-3.2188758248682	-0.0998203352822109	-2.99573227355399	-0.00501254182354429	28-10-19	57.3214171	11.1282307	0.04	0.905	0.05	0.995	0.165	4.105	autumn	rocks	3	7
autumn_7_sand	14.0335198758188	-22.7087564033333	6.46670226355926	6.36046943794384	0.0479178541673359	6.96141709244603	0.829464486666667	2	0.308514361	-5.52534696380982	-5.57599217273277	-0.494714828886764	0.00398509966666667	0.003789823	580.181337566667	644.076728066667	-1.74296930505862	1.39624469197306	0.835113803448714	26.11983898	11.07722187	-5.29831736654804	-0.486133011175619	-2.99573227355399	-0.407968238326283	28-10-19	57.32297997	11.13292171	0.005	0.615	0.05	0.665	0.175	4.04	autumn	sand	3	7
autumn_8_eelgrass	7370.57725959498	-16.65060684	8.06023544248469	9.53440325386183	1.62831849125815	8.02803665718577	0.533494296666667	1	0.668675151333333	-3.04570205725217	-3.89066743742207	0.0321987852989184	0.0480373163333333	0.0229759916666667	13884.9467633333	3469.213621	-0.0253178079842899	2.7268719553428	0.985552448392376	25.91790358	17.43560982	-1.49165487677772	0.144100343973757	1.20746669358019	1.55286756094571	03-09-19	57.05959471	9.87131989	0.225	1.155	3.345	4.725	0.975	15.285	autumn	eelgrass	3	8
autumn_8_rocks	2702.87227703218	-25.6667902433333	7.53705139675039	8.58145649580284	1.19855577898168	7.76137565440129	0.691953655	1.33333333333333	0.497973232333333	-3.7757204895097	-4.36886108694685	-0.224324257650897	0.0229209643333333	0.0128628953333333	5334.02344766667	1890.47026366667	1.06986981980246	3.44489523692787	2.04718070204973	25.6496519	18.14898682	-1.17118298150295	0.56815069038526	1.79175946922805	2.08877286910872	03-09-19	57.0550982	9.8705184	0.31	1.765	6	8.075	2.915	31.34	autumn	rocks	3	8
autumn_8_sand	281.407561508624	-18.8268330633333	7.8653042165955	8.94425556667886	1.23310202982645	7.81717282465123	0.631469307333333	1	0.569653788	-3.26816164810573	-3.93762163006911	0.0481313919442739	0.0380908363333333	0.0200586626666667	7667.98517633333	2605.384298	0.0344014267173323	2.68307421503203	0.835113803448714	25.92457883	17.65885353	-1.74296930505862	-0.328504066972036	1.01523067972906	1.29609609320174	03-09-19	57.01030036	9.63479997	0.175	0.72	2.76	3.655	1.035	14.63	autumn	sand	3	8
autumn_9_eelgrass	2145.3546357565	-19.7439252033333	6.746851413639	8.06382136396184	1.47112062999176	7.54875365529227	0.760225274666667	1.66666666666667	0.434741212	-4.39418038112076	-5.30105314161343	-0.801902241653268	0.012571174	0.00499851166666667	3298.96075633333	869.139157	0.968883181993326	3.10458667846607	2.11525654045162	26.54163277	17.74905586	-2.3538783873816	-0.994252273343867	1.43150670394144	1.53686721959926	04-09-19	56.71051209	9.20700727	0.095	0.37	4.185	4.65	2.635	22.3	autumn	eelgrass	3	9
autumn_9_rocks	6289.60947915849	-20.3977742366667	6.65035285363581	7.93303700048888	1.43683482674481	7.58800093810907	0.722297089666667	1	0.480271852	-4.48325924348943	-5.16001793582029	-0.937648084473268	0.0113097573333333	0.00595622133333333	2799.90475666667	778.332067133333	0.920282753143692	3.21967550503877	1.79698783033011	26.46904128	17.84535027	-1.32802545299591	1.05952489996006	1.36609165380237	1.95586047990848	04-09-19	56.706257	9.2016147	0.265	2.885	3.92	7.07	2.51	25.02	autumn	rocks	3	9
autumn_9_sand	14673.1979971736	NA	7.07446923210066	8.75679824404813	1.83647969182874	7.80098143169807	0.725930022333333	1	0.492182424333333	-3.87916197120977	-3.59109117250972	-0.726512199597405	0.0283779456666667	0.048591994	13189.43297	1574.0654249	1.06125650212434	3.04285438062273	2.34688906925372	26.55463572	17.83140945	-2.90042209374967	-1.40649706843741	1.54329810992956	1.60542989103656	04-09-19	56.71280751	9.2091164	0.055	0.245	4.68	4.98	2.89	20.965	autumn	sand	3	9
spring_1_rocks	35302.9579670883	-23.70605762	3.01729010913242	5.7213817016054	2.85824227251772	4.96968536024774	0.841457889666667	2	0.278470085333333	-5.43367975043195	-5.60239893532369	-1.95239525111532	0.00437345966666667	0.00370166533333333	332.5624615	22.6249198333333	-0.510825623765991	1.30698055440017	1.09647752868858	28.75403949	20.05633736	-0.693147180559945	1.76473079684014	1.43627429342491	2.35565181393074	18-06-19	55.4464839	8.4066144	0.5	5.84	4.205	10.545	0.6	3.695	spring	rocks	3	1
spring_1_sand	37293.7026545519	-22.4803691733333	4.04381827941212	6.31258159612314	2.42291399660923	6.43408363839615	0.796840101	1	0.351740476333333	-4.94586594130823	-4.93153059525543	-2.39026535898403	0.00711668066666667	0.00726680066666667	553.1871512	57.3714900666667	-1.34707364796661	1.05952489996006	0.657950549596508	30.35023057	18.27405739	-2.16282315061889	-0.0151136378100482	1.06298511102496	1.38504357921824	18-06-19	55.46983904	8.31535033	0.115	0.985	2.895	3.995	0.26	2.885	spring	sand	3	1
spring_10_eelgrass	41559.3730711219	-20.5335484766667	4.97447170791207	7.19204478476187	2.37172375672691	6.68102908365058	0.779774057	2	0.40538254	-5.12208658415191	-5.69552837346371	-1.7065573757385	0.00597219166666667	0.00336230266666667	1335.179345	145.2144918	-2.46510402249182	-2.07944154167984	-0.249952395982451	29.17519075	12.18181324	-3.10109278921182	-1.27296567581289	-0.168418651624963	0.157003748809665	15-05-19	56.55391126	8.61017776	0.045	0.28	0.845	1.17	0.085	0.125	spring	eelgrass	3	10
spring_10_rocks	39970.9059999767	-18.13628542	5.44843801396753	7.59800741161287	2.3037200773599	6.71195152927184	0.783573461333333	1	0.400271111333333	-4.29683037143934	-4.34692943045204	-1.26351351530431	0.0137835216666667	0.014120963	2024.939443	232.7017908	-2.07944154167984	-0.82098055206983	0.265234084131432	29.35614481	13.30607605	-2.40794560865187	-0.430782916092454	0.636576829071551	0.966983846189673	15-05-19	56.55032935	8.61454023	0.09	0.65	1.89	2.63	0.125	0.44	spring	rocks	3	10
spring_10_sand	44037.9226351117	-19.3455322066667	5.10523039775455	7.1297891441097	2.17870942588958	6.65553564574566	0.813031416666667	2	0.357060606333333	-5.08677593045403	-5.95651048850654	-1.55030524799111	0.00618137533333333	0.00259590133333333	1253.98300066667	165.644152533333	-2.65926003693278	-2.04022082852655	0.293533161147854	29.02708831	13.50002003	-3.91202300542815	-2.04022082852655	-0.25489224962879	-0.0779615414697118	15-05-19	56.55925617	8.61504498	0.02	0.13	0.775	0.925	0.07	0.13	spring	sand	3	10
spring_11_rocks	32277.7196720394	-21.03655703	5.80843257300636	7.99042305043736	2.33614115732797	6.84141778125522	0.747991755	2	0.444540645	-4.10032616288487	-3.7204708897285	-1.03298520824886	0.0167723113333333	0.0326989553333333	2986.07407333333	334.175030433333	-0.673344553263766	1.12492959698548	0.832489481419658	22.83295137	13.0819788	-3.2188758248682	-0.693147180559945	0.0861776962410524	0.488580014818671	13-05-19	56.8039704	10.282349	0.04	0.5	1.09	1.63	0.51	3.08	spring	rocks	2	11
spring_11_sand	28725.701671959	-21.0615623033333	4.54179383554637	6.68228704452159	2.29464388883157	5.57989151623794	0.830559148	2	0.292825362333333	-5.46334124145286	-6.0985077822647	-1.03809768069157	0.00424174233333333	0.002268645	800.647404	94.15608005	-2.00248050054371	1.16002091679675	0.270958329473139	22.83295137	13.0819788	-4.60517018598809	-2.65926003693278	-0.867500567704723	-0.693147180559945	13-05-19	56.79719521	10.28607025	0.01	0.07	0.42	0.5	0.135	3.19	spring	sand	2	11
spring_12_rocks	43517.5797079941	-20.1147501433333	5.45796631735062	7.56519803479497	2.26138239746172	6.46615750082696	0.791737959666667	1	0.390228889	-4.62818762629914	-5.40907757782873	-1.00819118347634	0.0103931943333333	0.00571152633333333	2014.33640933333	245.002085366667	-0.415515443961666	2.34994566435388	0.00881550698605024	21.2563721067064	NA	-2.59026716544583	1.01523067972906	0.466873736236808	1.48839958405704	02-05-19	56.60978684	10.30299737	0.075	2.76	1.595	4.43	0.66	10.485	spring	rocks	2	12
spring_12_sand	45695.875989123	-20.3012903266667	6.26896763915331	8.31728005737863	2.20246309799621	6.87228851749726	0.708221862333333	1	0.495964444333333	-4.25856475705437	-5.83555632445073	-0.603320878343949	0.014166331	0.00295095766666667	4099.70104733333	528.654653	-0.82098055206983	3.09195113129453	0.551773112683494	19.3391171939306	NA	-1.80180980508156	2.11625551480255	1.09861228866811	2.43929891630987	02-05-19	56.60705356	10.29712065	0.165	8.3	3	11.465	0.44	22.02	spring	sand	2	12
spring_13_rocks	34092.414238329	-20.1657766333333	4.60729412830926	6.59033442523997	2.13719097665817	5.97407748333334	0.823621445	2	0.328762222	-4.57520368372687	-3.88425885610047	-1.36678335502409	0.0106013396666667	0.0211721076666667	750.4717854	104.63587201	-5.29831736654804	1.52931186795482	-0.887686562333912	12.8178192486999	NA	-5.29831736654804	0.524728528934982	-0.287682072451781	0.89199803930511	01-05-19	56.44552427	10.95986495	0.005	1.69	0.75	2.44	0.005	4.615	spring	rocks	1	13
spring_13_sand	35162.3063604384	-21.4971288966667	4.9125939842192	7.04238050118578	2.28393719696688	5.96959192788416	0.785632666666667	2	0.399882222	-4.50746511008673	-4.58240445737098	-1.05699794366496	0.011038142	0.0104743036666667	1149.21264066667	136.5697558	-5.29831736654804	1.20746669358019	-2.66450259802998	18.0839326973109	NA	-5.29831736654804	-0.294371060602578	-1.36649173382371	-0.00501254182354429	01-05-19	56.44816462	10.95508786	0.005	0.745	0.255	0.995	0.005	3.345	spring	sand	2	13
spring_14_rocks	28324.6773697857	-23.2207890866667	2.58068293863048	5.99224826350614	3.565716004571	3.69761684191878	0.816258269333333	3	0.351484444666667	-4.8664987887626	-4.5181175267648	-1.1169339032883	0.00771284566666667	0.010991899	409.249863666667	13.7488417573333	-3.2188758248682	0.157003748809665	0.19755086575967	21.70366803	11.44521809	-4.19970507787993	-0.776528789498996	-0.378336440719912	0.148420005118273	27-05-19	56.1388617	10.219473	0.015	0.46	0.685	1.16	0.04	1.17	spring	rocks	2	14
spring_14_sand	31336.7953853232	-20.82095932	4.22389460991791	6.56821872167591	2.4984747914059	4.48210216834564	0.794638505	2	0.382213333333333	-4.82977719815282	-4.79494443984887	-0.258207558427732	0.007991183	0.008304327	712.800365566667	68.3095181633333	-5.29831736654804	1.20896034583698	-0.283953819033654	19.25923994	12.69237804	-5.29831736654804	-1.13943428318836	-0.462035459596559	-0.0618754037180875	27-05-19	56.12285239	10.22345435	0.005	0.32	0.63	0.94	0.005	3.35	spring	sand	2	14
spring_15_rocks	45355.5547962519	-23.81876186	5.02619492703068	7.56754691106583	2.69550266372015	5.69334123483984	0.851572733333333	2.66666666666667	0.278868889	-4.41082263222135	-4.88928084343827	-0.667146307809156	0.012322965	0.00786430466666667	2080.473582	167.053923966667	-0.438504962186365	3.19601653072212	-0.705352884014908	18.19393525	13.46554661	0.0440168854167743	3.54472035841433	1.61740608208328	3.70659657491909	20-05-19	55.7030775	9.6995034	1.045	34.63	5.04	40.715	0.645	24.435	spring	rocks	2	15
spring_15_sand	38073.4246062099	-18.2684377233333	5.41488516858436	7.57946469362268	2.31873020485754	6.68064579392261	0.808426135	2	0.362707611333333	-4.98007850387703	-6.12936809999144	-1.26576062533825	0.00688348066666667	0.00218473766666667	1962.131979	225.239453833333	-2.81341071676004	0.545227050483323	0.0789966290317004	18.18218301	12.70506668	-5.29831736654804	-0.083381608939051	-0.261364764134408	0.506817602368452	20-05-19	55.70038092	9.710981	0.005	0.92	0.77	1.66	0.06	1.725	spring	sand	2	15
spring_16_eelgrass	35517.4087263142	-17.40805061	5.31606546934732	7.52975188070581	2.36783709134639	5.95514195511537	0.768703487666667	1	0.426410617333333	-4.907676586582	-6.0342113897929	-0.639076485768052	0.00744436333333333	0.00240194266666667	1893.725999	205.192923366667	-3.10109278921182	1.31237867816972	0.489529696243818	16.94203769	13.71061802	-5.29831736654804	-2.40794560865187	-0.928869514081015	-0.755022584278033	23-05-19	55.5021309	10.61310246	0.005	0.09	0.395	0.47	0.045	3.715	spring	eelgrass	2	16
spring_16_rocks	35592.7313311694	-17.6521592633333	5.52184172123484	7.62638914212479	2.25869810069623	6.06359201217381	0.781461624666667	1	0.449951398666667	-4.78043553617524	-5.96021046950644	-0.541750290938974	0.00847743133333333	0.002586488	2101.140879	254.575318833333	-2.59026716544583	1.37118072330984	0.585675239077282	16.98427279	14.59406948	-5.29831736654804	-1.63475572041839	-0.527632742082372	-0.23572233352107	23-05-19	55.48628704	10.59840165	0.005	0.195	0.59	0.79	0.075	3.94	spring	rocks	2	16
spring_16_sand	30863.1216399425	-18.8048318866667	5.51458940614555	7.62554508676272	2.26510636047042	6.4839417495856	0.784215781666667	2	0.404875000333333	-5.01275089123453	-6.00889976707933	-0.969352343440052	0.00665689133333333	0.00245987233333333	2052.54928566667	248.378376966667	-1.40649706843741	1.27116405386626	0.34466014332258	17.26333706	15.23068142	-5.29831736654804	-1.63475572041839	-0.703197516413447	-0.378336440719912	23-05-19	55.49418168	10.61822206	0.005	0.195	0.495	0.685	0.245	3.565	spring	sand	2	16
spring_17_eelgrass	37898.0293243282	-18.8630449433333	5.5191065164589	7.64286374045998	2.27790790375886	6.79004686251595	0.777414182333333	2	0.411899495	-4.85942483896684	-7.08913481075845	-1.27094034605704	0.00789274	0.000897630666666667	2135.81704933333	250.592444433333	-1.83258146374831	-1.1239300966524	0.688477859728835	16.28787947	11.91833305	-5.29831736654804	-1.56064774826467	-0.683196849706777	-0.328504066972036	22-05-19	55.48243617	9.71511814	0.005	0.21	0.505	0.72	0.16	0.325	spring	eelgrass	2	17
spring_17_rocks	33598.3891271232	-19.64867505	5.05630986307472	7.74012063817034	2.83796145496505	6.10561392820609	0.855646399333333	3	0.276320317666667	-4.48385255432371	-6.10114691755499	-1.04930406513137	0.011611341	0.00249787466666667	2379.828215	162.565461633333	-1.93102153656156	-0.536143431750281	0.630430221237508	16.3566822	11.97326851	-3.50655789731998	-1.20397280432594	-0.0998203352822109	0.211070970079941	22-05-19	55.48988732	9.72807937	0.03	0.3	0.905	1.235	0.145	0.585	spring	rocks	2	17
spring_17_sand	30036.631331698	-16.83519096	5.52445725867896	7.63812563979663	2.26781906099574	6.95191647605349	0.819395143	2	0.351579017	-4.82370122841567	-6.30878901361528	-1.42745921737453	0.00804057533333333	0.001843559	2080.57356633333	251.4804809	-2.04022082852655	-1.1551826401565	0.614364392770581	16.08510363	12.16158581	-5.29831736654804	0.131028262406404	-0.446287102628419	0.573800422927379	22-05-19	55.4722045	9.72438389	0.005	1.14	0.64	1.775	0.13	0.315	spring	sand	2	17
spring_18_rocks	31753.5569350082	-20.7675987466667	4.33273513644569	6.67959972977119	2.50101527301406	5.53393840711449	0.829159184333333	2.33333333333333	0.323093254	-4.94584074538687	-5.7140223215328	-1.2012032706688	0.007147508	0.00345497833333333	798.892451466667	76.3742623133333	-2.04022082852655	1.53471436623816	0.665719228299193	15.54079582	17.09177399	-5.29831736654804	-1.10866262452161	-0.85566611005772	-0.27443684570176	21-05-19	55.11464713	9.50277209	0.005	0.33	0.425	0.76	0.13	4.64	spring	rocks	2	18
spring_18_sand	35267.4155703453	-28.4103248333333	7.06255109852028	9.31652176411052	2.40812134532232	7.30170243682293	0.623123281	1	0.577973946666667	-3.13340766055884	-4.40803379494864	-0.239151338302656	0.0438155686666667	0.0152873816666667	11139.8890266667	1168.59586266667	-0.954511944694353	2.63834278867739	0.577306849068738	14.99475114	16.61330795	-2.52572864430826	0.441475545631197	-0.27443684570176	0.873383230862879	21-05-19	55.11825552	9.4882245	0.08	1.555	0.76	2.395	0.385	13.99	spring	sand	1	18
spring_19_eelgrass	32961.5088891217	-21.2963992366667	5.21742848793501	7.50331869147695	2.44004088350907	6.11380307319791	0.811347524666667	2	0.354171111	-4.49791043396595	-5.42679782000864	-0.896374585262906	0.0112809483333333	0.00497910033333333	1818.11871933333	184.570771933333	-1.32802545299591	-2.99573227355399	0.650214801368646	15.34406208	13.51083565	-5.29831736654804	-1.71479842809193	-1.23787435600162	-0.755022584278033	28-05-19	55.04167237	10.25488398	0.005	0.18	0.29	0.47	0.265	0.05	spring	eelgrass	2	19
spring_19_rocks	31581.5146647202	-22.22400411	3.40945682112783	6.10253680165969	2.84723066032656	3.77929982389385	0.869732741666667	3	0.232221464666667	-4.57254486714674	-4.02200734609435	-0.36984300276602	0.0103883583333333	0.0214781276666667	447.4449851	33.3043065566667	-2.30258509299405	-2.16282315061889	0.272099256828536	15.37561768	13.98300552	-3.50655789731998	-0.809680996815897	-0.776528789498996	-0.06720874969345	28-05-19	55.04015914	10.25435219	0.03	0.445	0.46	0.935	0.1	0.115	spring	rocks	2	19
spring_19_sand	27436.6516145602	-20.0056896733333	4.76092810092962	7.04170157217738	2.43492415065461	5.63336050410765	0.805558705333333	2	0.370047436	-5.05712842251493	-5.75676981117936	-0.872432403178036	0.00637016466666667	0.00316192366666667	1143.67701533333	116.982876333333	-1.07880966137193	-2.99573227355399	0.0692673034270616	15.54664499	12.92238522	-4.19970507787993	-2.30258509299405	0.152721087017664	0.246860077931526	28-05-19	55.06489033	10.21874036	0.015	0.1	1.165	1.28	0.34	0.05	spring	sand	2	19
spring_20_eelgrass	27417.5189205662	-18.9003742333333	5.18761377171317	7.75681939348104	2.72335630155267	5.6987253844034	0.795954794666667	2	0.381277777666667	-4.6361070061908	-5.7661657163014	-0.511111612690229	0.00971191633333333	0.00316665833333333	2370.682539	181.498217833333	-1.86433016206289	0.0246926125903714	-0.607313482929172	11.89946707	13.07558823	-4.60517018598809	-1.66073120682165	-1.36649173382371	-0.787457860031187	29-05-19	54.8791064	11.01524311	0.01	0.19	0.255	0.455	0.155	1.025	spring	eelgrass	1	20
spring_20_rocks	28475.2361383581	-21.7332312866667	3.07495212943795	6.70453646281966	NA	3.83145835111862	0.854855309333333	3	0.289386576	-4.82038120819381	-4.63913545199609	-0.756506221680669	0.00860636966666667	0.0146917916666667	843.476732633333	27.0052818176667	-1.25526609871349	-1.04982212449868	0.92214628501179	10.87760922	16.84225082	-4.19970507787993	-1.29098418131557	-2.99573227355399	-1.07880966137193	29-05-19	54.8803404	11.0176403	0.015	0.275	0.05	0.34	0.285	0.35	spring	rocks	1	20
